Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign,SRC_Kapp_sign,HCK_Kapp_sign,delta_pKapp,SRC_Complexome,HCK_Complexome,delta_complexome,log_Concentration_µM,log_SRC_Complexome,log_HCK_Complexome,log_delta_complexome,ratio_log_intra
PPIF,Q99KR7,0.162966473990647,,,,,,,,,-0.7879017309239078,,,,
COPG1,Q9QZE5,0.740617151254472,,,,,,,,,-0.1304062347535954,,,,
RENT1,Q9EPU0,0.937702377461828,,,,,,,,,-0.02793498287515582,,,,
,,,,,,,,,,,,,,,
MPPA,Q9DC61,0.47449786752182,,,,,,,,,-0.32376573502928585,,,,
DDX46,Q569Z5,0.490177641198958,,4.13124408984489,,73.91897058499545,,,0.0007434236652699155,,-0.30964650239722613,,-3.1287636182032315,,
MK01,P63085,0.851241116419321,,,,,,,,,-0.06994740736720535,,,,
SYFB,Q9WUA2,1.33955243848763,,,,,,,,,0.12695971928805566,,,,
C1QBP,O35658,3.29724017037905,,,,,,,,,0.5181505822270107,,,,
NCEH1,Q8BLF1,1.01543042049055,,,,,,,,,0.006650169954232161,,,,
PUR8,P54822,1.08570345377567,,,,,,,,,0.03571121938200143,,,,
RCC2,Q8BK67,4.78962395445884,,,,,,,,,0.6803014171902583,,,,
TTL12,Q3UDE2,0.374451675020575,,,,,,,,,-0.42660422235998496,,,,
DYLT1,P51807,0.649085203631498,,,,,,,,,-0.18769829081408423,,,,
OTUB1,Q7TQI3,0.640418746098782,,,,,,,,,-0.19353596406051093,,,,
CD151,O35566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ODO1,Q60597,0.791397695771812,,,,,,,,,-0.10160521855703168,,,,
MYCBP,Q9EQS3,0.555034169206489,,,,,,,,,-0.25568027986643616,,,,
AT2A2,O55143,1.4724949111099,,,,,,,,,0.16805380255543234,,,,
UGPA,Q91ZJ5,0.0879408293015775,,,,,,,,,-1.0558094432034546,,,,
AT1B3,P97370,2.19870620364332,,,,,,,,,0.3421672017751397,,,,
ECHB,Q99JY0,1.15068361939857,,,,,,,,,0.06095593072184418,,,,
PFD5,Q9WU28,0.611124548607263,,,,,,,,,-0.21387027050936758,,,,
CSN2,P61202,0.885145685489482,,,,,,,,,-0.05298524320378513,,,,
ZW10,O54692,0.158460810726913,,,,,,,,,-0.800078126439699,,,,
U2AF1,Q9D883,0.790534827213353,,,,,,,,,-0.10207899235618625,,,,
SC22B,O08547,0.453765920907525,,,,,,,,,-0.3431681239591714,,,,
GUAA,Q3THK7,1.11424125255921,,,,,,,,,0.04697923330775145,,,,
K2C79,Q8VED5,,,,,,,,,,,,,,
MLP3B,Q9CQV6,,,,,,,,,,,,,,
KAP2,P12367,0.315773433890393,,,,,,,,,-0.5006244101102502,,,,
TBB6,Q922F4,0.992931977487817,,,,,,,,,-0.0030805025756854005,,,,
CSK2B,P67871,0.375942337620963,,,,,,,,,-0.42487876244853084,,,,
TM263,Q9DAM7,,,,,,,,,,,,,,
S10AG,Q9D708,,,,,,,,,,,,,,
PDLI7,Q3TJD7,,,,,,,,,,,,,,
SEC13,Q9D1M0,0.675555467673906,,,,,,,,,-0.17033898666308034,,,,
SERB,Q99LS3,0.919490750877304,,,,,,,,,-0.03645263495570456,,,,
GSTP1,P19157,,,,,,,,,,,,,,
GNPI1,O88958,0.607686030627331,,,,,,,,,-0.21632074701815465,,,,
SRP68,Q8BMA6,0.363422367070708,,,,,,,,,-0.43958834726338725,,,,
PURA2,P46664,1.4363523568078,,,,,,,,,0.15726099133107,,,,
ASNS,Q61024,1.96773437911637,,,,,,,,,0.29396647342984994,,,,
SAE1,Q9R1T2,0.974992618050035,,,,,,,,,-0.010998672457639594,,,,
RHEB,Q921J2,0.370097642781334,,,,,,,,,-0.4316836809959972,,,,
QCR7,Q9D855,1.55914209369239,,,,,,,,,0.19288569677602194,,,,
RIC8A,Q3TIR3,0.118679702002289,,,,,,,,,-0.9256235528415793,,,,
SCRN1,Q9CZC8,,,,,,,,,,,,,,
DTD1,Q9DD18,0.0994984909210857,,,,,,,,,-1.0021835060845787,,,,
PPIH,Q9D868,0.377985941884756,,,,,,,,,-0.4225243522141261,,,,
XCT,Q9WTR6,,,,,,,,,,,,,,
KAP0,Q9DBC7,1.7458645549312,,,,,,,,,0.24201054788748738,,,,
ANXA4,P97429,2.13230887307396,,,,,,,,,0.328850114123615,,,,
BACH,Q91V12,0.802847988667906,,,,,,,,,-0.09536667630565115,,,,
PCY1A,P49586,0.0586285648298415,,,,,,,,,-1.2318907367909675,,,,
UBP14,Q9JMA1,2.35204167694765,,,,,,,,,0.37144501294322685,,,,
PLST,Q99K51,1.6471534973537,,,,,,,,,0.21673407272619333,,,,
TM109,Q3UBX0,0.172185184058556,,,,,,,,,-0.7640042208175433,,,,
BAX,Q07813,0.350140178066027,,,,,,,,,-0.45575805172796685,,,,
ITA3,Q62470,,,,,,,,,,,,,,
DDAH1,Q9CWS0,,,,,,,,,,,,,,
EDF1,Q9JMG1,0.258058987390249,,,,,,,,,-0.5882810112073857,,,,
TWF2,Q9Z0P5,0.616782091683896,,,,,,,,,-0.20986824454817107,,,,
FUBP1,Q91WJ8,1.27903796706229,,,,,,,,,0.10688343630110546,,,,
PPAC,Q9D358,0.847179460262392,,,,,,,,,-0.07202458217681977,,,,
MINP1,Q9Z2L6,,,,,,,,,,,,,,
DPOE3,Q9JKP7,0.183970245464547,,,,,,,,,-0.7352524121833699,,,,
LSM2,O35900,0.597120415975732,,,,,,,,,-0.22393807972422491,,,,
ADK,P55264,0.5246784334607,,,,,,,,,-0.2801067868051016,,,,
AT5F1,Q9CQQ7,1.48859217560508,,,,,,,,,0.17277573190664638,,,,
CHSP1,Q9CR86,0.243005653855215,,,,,,,,,-0.6143836218356113,,,,
CY1,Q9D0M3,1.48521886586377,,,,,,,,,0.17179045717713085,,,,
PUF60,Q3UEB3,0.455834362582484,,,,,,,,,-0.3411929390998131,,,,
PSMD1,Q3TXS7,0.752538063781593,,,,,,,,,-0.12347152832916422,,,,
PGRC1,O55022,0.740334295098858,,,,,,,,,-0.13057213198047857,,,,
SMC3,Q9CW03,0.414246391967851,,,,,,,,,-0.3827412655405551,,,,
SPB6,Q60854,1.2006487423615,,,,,,,,,0.0794159702950027,,,,
TMED4,Q8R1V4,0.267200905995842,,,,,,,,,-0.5731620736353851,,,,
PSMD9,Q9CR00,0.490168398917208,,,,,,,,,-0.3096546910812216,,,,
VATG1,Q9CR51,0.96965644439795,,,,,,,,,-0.013382111848296203,,,,
SYLC,Q8BMJ2,1.09107015380735,,,,,,,,,0.03785267582381052,,,,
RHG01,Q5FWK3,0.280823875011858,,,,,,,,,-0.551565972236223,,,,
SUCB1,Q9Z2I9,0.926735271514607,,,,,,,,,-0.033044307430324354,,,,
KTN1,Q61595,0.0536331264917803,,,,,,,,,-1.270566885517805,,,,
CPSF5,Q9CQF3,0.183035426785687,4.31034576133955,,48.938903963741204,,,0.0001983076190583688,,,-0.7374648437751409,-3.7026605997057356,,,
MAT2B,Q99LB6,0.855496738052787,,,,,,,,,-0.06778164205318557,,,,
TXD12,Q9CQU0,0.905675865434534,,,,,,,,,-0.0430272052375424,,,,
CYB5,P56395,4.10248990715697,,,,,,,,,0.6130475212860262,,,,
TBG1,P83887,0.250592057812939,,,,,,,,,-0.6010326975185407,,,,
CPIN1,Q8WTY4,0.534024080450138,,,,,,,,,-0.272439159130948,,,,
HNRL1,Q8VDM6,0.251800072167432,,,,,,,,,-0.5989441497566987,,,,
GSTM3,P19639,,,,,,,,,,,,,,
PAPS2,O88428,,,,,,,,,,,,,,
SDCB1,O08992,0.772556284990566,,,,,,,,,-0.11206986999976792,,,,
AP2M1,P84091,0.55494602467291,,,,,,,,,-0.2557492553037184,,,,
TNPO1,Q8BFY9,0.453508548224929,,,,,,,,,-0.3434145224695345,,,,
LSM5,P62322,0.554830841216955,,,,,,,,,-0.2558394059295693,,,,
CAN1,O35350,,,,,,,,,,,,,,
CSTF1,Q99LC2,0.320541770003084,,,,,,,,,-0.49411536926576216,,,,
NLE1,Q8VEJ4,0.206010840293066,,,,,,,,,-0.6861099264483502,,,,
COF2,P45591,0.0283947077967881,,,,,,,,,-1.5467625961791656,,,,
USO1,Q9Z1Z0,0.763915634699149,,,,,,,,,-0.11695460138208372,,,,
MCM7,Q61881,0.697688130931782,,,,,,,,,-0.1563386651743288,,,,
NACAM,P70670,0.841481970323572,,,,,,,,,-0.07495518482525515,,,,
UBE2H,P62257,0.151628711713232,,,,,,,,,-0.8192185549178181,,,,
ECHA,Q8BMS1,0.651701584276408,,,,,,,,,-0.1859512232399913,,,,
ATP5L,Q9CPQ8,0.769168666039144,,,,,,,,,-0.11397841611774012,,,,
MCM4,P49717,0.582398957962279,,,,,,,,,-0.23477941074109926,,,,
VIGLN,Q8VDJ3,1.25635542849465,,,,,,,,,0.09911252060915991,,,,
MSS4,Q91X96,0.137446141283718,,,,,,,,,-0.8618674482011026,,,,
NAA10,Q9QY36,0.301412596166698,,,,,,,,,-0.5208386022822287,,,,
DNJC8,Q6NZB0,0.844756994819894,,,,,,,,,-0.07326820346060692,,,,
GLRX1,Q9QUH0,1.2457550438465,,,,,,,,,0.09543265422982378,,,,
P5CS,Q9Z110,1.43041164128262,,,,,,,,,0.1554610359346663,,,,
SF3A3,Q9D554,0.571290527740299,4.23367293271196,4.53805147983834,58.388466242945206,28.97000166483886,-0.3043785471263796,0.0005157766195651448,0.002177534645202428,-0.0016617580256372833,-0.2431429766820084,-3.2875383485570997,-2.6620349265152274,2.7794322150773247,-0.6255034220418723
TR150,Q569Z6,0.662885804972866,,,,,,,,,-0.17856128085871203,,,,
CSN8,Q8VBV7,0.314465701360026,,,,,,,,,-0.5024267159496577,,,,
ATP6,P00848,,,,,,,,,,,,,,
QCR2,Q9DB77,1.50001804828395,,,,,,,,,0.17609648453766252,,,,
CPNE3,Q8BT60,0.167765359398408,,,,,,,,,-0.7752977084369861,,,,
NDUAC,Q7TMF3,0.0244350379966257,,,,,,,,,-1.611986981304848,,,,
CC124,Q9D8X2,0.26018654828109,,,,,,,,,-0.5847151603428755,,,,
VAPB,Q9QY76,1.20664954593339,,,,,,,,,0.08158115380294738,,,,
IFM3,Q9CQW9,0.79771857510821,,,,,,,,,-0.09815029515815547,,,,
HPBP1,Q99P31,0.944469044606547,,,,,,,,,-0.024812271703896598,,,,
FBRL,P35550,1.28017620871636,,,,,,,,,0.10726975184023362,,,,
U520,Q6P4T2,0.622624702026178,,4.14055259581601,,72.35147747465535,,,0.0009628424741592312,,-0.2057736531028328,,-3.0164447598115194,,
EPCR,Q64695,,,,,,,,,,,,,,
VATL,P63082,0.0520745003673703,,,,,,,,,-1.2833748882306248,,,,
PTN1,P35821,0.191042080285242,,,,,,,,,-0.7188709614286435,,,,
AP2B1,Q9DBG3,0.339360437549127,,,,,,,,,-0.4693387888762849,,,,
SF3B2,Q3UJB0,0.45674735721993,4.44171649530019,4.95874217619796,36.164586574175146,10.996584703070988,-0.5170256808977705,0.0006635400704233518,0.004464895288522008,-0.0038013552180986565,-0.34032395683392874,-3.178132845462267,-2.3501887218035042,2.4200615458002006,-0.8279441236587628
P53,P02340,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
RAB5C,P35278,0.703981867689242,,,,,,,,,-0.15243852674413746,,,,
MCM6,P97311,1.25821714876642,,,,,,,,,0.09975560006999694,,,,
TMCO1,Q921L3,0.517997368121253,,,,,,,,,-0.285672446844189,,,,
ITA2,Q62469,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PGRC2,Q80UU9,1.33820151153536,,,,,,,,,0.12652151609123402,,,,
TOM22,Q9CPQ3,0.0645074516964397,,,,,,,,,-1.1903901141443007,,,,
ATPD,Q9D3D9,1.77280500594407,,,,,,,,,0.24866096938566473,,,,
ATPG,Q91VR2,1.58066885312711,,,,,,,,,0.1988408956608338,,,,
PPM1G,Q61074,0.784062031985468,,,,,,,,,-0.105649576239973,,,,
SYWC,P32921,0.801435002588848,,,,,,,,,-0.09613169372360383,,,,
NSUN2,Q1HFZ0,0.641019273097044,,,,,,,,,-0.19312891264364196,,,,
HP1B3,Q3TEA8,0.489627870193665,,,,,,,,,-0.3101338696067181,,,,
TTC1,Q91Z38,0.436649205658228,,,,,,,,,-0.3598673255629043,,,,
HEXI1,Q8R409,0.198528625112207,,4.09602917663505,,80.16242071137067,,,0.00027882598904227507,,-0.7021768650621271,,-3.5546667486098444,,
GTR1,P17809,0.636763485118561,,,,,,,,,-0.19602184895474387,,,,
DHB11,Q9EQ06,0.3461338582355,,,,,,,,,-0.4607559166676201,,,,
EPHA2,Q03145,,,,,,,,,,,,,,
IL18,P70380,,,,,,,,,,,,,,
SNX2,Q9CWK8,1.4596472346963,,,,,,,,,0.16424790884171836,,,,
SPA3K,P07759,,,,,,,,,,,,,,
ATPMK,Q78IK2,1.06236988328954,,,,,,,,,0.026275750553161774,,,,
MEP50,Q99J09,0.260576328841933,,,,,,,,,-0.5840650388162649,,,,
DCTN1,O08788,0.319240450694284,,,,,,,,,-0.4958820847389551,,,,
CUTA,Q9CQ89,0.845329174456416,,,,,,,,,-0.0729741421602897,,,,
TIM9,Q9WV98,1.40072052290668,,,,,,,,,0.14635149184017932,,,,
PODXL,Q9R0M4,,,,,,,,,,,,,,
IPYR2,Q91VM9,0.17317515580099,,,,,,,,,-0.7615144129679835,,,,
RS23,P62267,1.31148722031401,,,,,,,,,0.11776406299793368,,,,
CN37,P16330,,,,,,,,,,,,,,
BAG3,Q9JLV1,0.0610524489078016,,,,,,,,,-1.2142969111488386,,,,
ZN185,Q62394,,,,,,,,,,,,,,
AIMP2,Q8R010,0.509365829817784,,,,,,,,,-0.2929701925081121,,,,
STML2,Q99JB2,0.35942161168273,,,,,,,,,-0.4443958127240736,,,,
T2FB,Q8R0A0,0.59252130350056,,,,,,,,,-0.22729603042095822,,,,
CAND1,Q6ZQ38,0.943968509739494,,,,,,,,,-0.025042493280830972,,,,
SYAC,Q8BGQ7,0.879369220666443,,,,,,,,,-0.055828739453924706,,,,
ANXA7,Q07076,0.624089038956988,,,,,,,,,-0.20475344498248707,,,,
MAP1B,P14873,,,,,,,,,,,,,,
PSA,Q11011,0.24026684992684,,,,,,,,,-0.6193061454964985,,,,
LIMA1,Q9ERG0,0.0521394030394307,,,,,,,,,-1.2828339455145505,,,,
ROCK2,P70336,0.0505553583184129,,,,,,,,,-1.296232807139417,,,,
GLSK,D3Z7P3,0.516491159474328,,,,,,,,,-0.28693710768622854,,,,
RBM4,Q8C7Q4,,,,,,,,,,,,,,
AT1B1,P14094,,,,,,,,,,,,,,
PABP2,Q8CCS6,0.616890838647708,,,,,,,,,-0.20979167934961893,,,,
PTRD1,D3Z4S3,0.0792259910337081,,,,,,,,,-1.101132319537108,,,,
AMPB,Q8VCT3,0.804982910224521,,,,,,,,,-0.0942133395997978,,,,
OCAD2,Q9D8W7,,,,,,,,,,,,,,
RL26,P61255,7.25430124054006,,,,,,,,,0.8605955860373418,,,,
FKBP2,P45878,1.49253277943287,,,,,,,,,0.1739238780060884,,,,
KAD2,Q9WTP6,1.43886298998268,,,,,,,,,0.15801944193705578,,,,
HEBP1,Q9R257,,,,,,,,,,,,,,
PDCD6,P12815,0.602307232046136,,,,,,,,,-0.22018192212101298,,,,
DYL1,P63168,0.31834236349449,,,,,,,,,-0.4971055636797759,,,,
SMC4,Q8CG47,0.483010466786673,,,,,,,,,-0.3160434580301796,,,,
ACON,Q99KI0,3.60067310555515,,,,,,,,,0.5563836948514809,,,,
NHRF1,P70441,0.219026532823678,,,,,,,,,-0.6595032716396345,,,,
ZC3HF,Q3TIV5,0.846605129303114,,,,,,,,,-0.07231910460605509,,,,
ORN,Q9D8S4,0.354529722512546,,,,,,,,,-0.4503473492479727,,,,
TIM44,O35857,0.513534344621582,,,,,,,,,-0.28943050595014463,,,,
,,,,,,,,,,,,,,,
AP1M1,P35585,0.360639428742882,,,,,,,,,-0.4429267935610355,,,,
RPA1,O35134,0.02809095848036,,,,,,,,,-1.5514334421572786,,,,
NRDC,Q8BHG1,0.668586140305141,,,,,,,,,-0.1748426305124993,,,,
RT28,Q9CY16,0.802054957222067,,,,,,,,,-0.09579587261290014,,,,
TADBP,Q921F2,1.15298938084024,,,,,,,,,0.061825307412891634,,,,
SF3A1,Q8K4Z5,0.676085589904542,4.53428556802089,5.07255809106031,29.22230249051076,8.461393819642042,-0.5382725230394207,0.001202671206867123,0.008267777318459402,-0.007065106111592279,-0.1699983205224453,-2.919853086342871,-2.082611229029106,2.1508813110506777,-0.837241857313765
PGM2,Q7TSV4,0.163840629644249,,,,,,,,,-0.7855783916948793,,,,
COX5B,P19536,0.650782584487867,,,,,,,,,-0.18656407768050826,,,,
HMGB3,O54879,0.758180768748488,,,,,,,,,-0.12022723564729905,,,,
PRP4,Q9DAW6,0.5052325476332,,,,,,,,,-0.29650867949005677,,,,
CNPY2,Q9QXT0,1.56890275912326,,,,,,,,,0.19559602677055393,,,,
NUCKS,Q80XU3,0.442785408367167,,4.13960221652994,,72.5099796880538,,,0.0006849318318487008,,-0.3538066993787633,,-3.1643526497121437,,
TRAP1,Q9CQN1,0.887630310058313,,,,,,,,,-0.0517678762616595,,,,
OCAD1,Q9CRD0,0.255554922995549,,,,,,,,,-0.592515748403881,,,,
GIPC1,Q9Z0G0,0.0865634722524495,,,,,,,,,-1.0626653313752834,,,,
ACL6A,Q9Z2N8,0.432027989921005,,,,,,,,,-0.36448811551272675,,,,
IPO4,Q8VI75,0.312895627896069,,,,,,,,,-0.5046005052266969,,,,
NASP,Q99MD9,2.10664155078905,,,,,,,,,0.32359064583230546,,,,
WASF1,Q8R5H6,,,,,,,,,,,,,,
TIM50,Q9D880,0.481398146969839,,,,,,,,,-0.3174955857733332,,,,
ARL3,Q9WUL7,0.452089475357766,,,,,,,,,-0.34477560322283884,,,,
DDX6,P54823,0.328197761886393,,,,,,,,,-0.48386438490298533,,,,
DC1L1,Q8R1Q8,0.52060914961475,,,,,,,,,-0.28348820351014964,,,,
IPP2,Q9DCL8,0.91861110262411,,,,,,,,,-0.03686830986600893,,,,
MOB1B,Q8BPB0,,,,,,,,,,,,,,
AGRE5,Q9Z0M6,,,,,,,,,,,,,,
RASN,P08556,0.478958896609148,,,,,,,,,-0.3197017553574242,,,,
,,,,,,,,,,,,,,,
AIP,O08915,0.14802531955384,,,,,,,,,-0.8296639926994696,,,,
IF4G2,Q62448,0.959379137232109,,,,,,,,,-0.018009729984659748,,,,
PTN11,P35235,0.111372706615278,,,,,,,,,-0.9532212258469605,,,,
TRI25,Q61510,0.689262765999867,,,,,,,,,-0.16161518147615292,,,,
DECR,Q9CQ62,,,,,,,,,,,,,,
TCEA1,P10711,1.82894470403158,,,,,,,,,0.262200575297641,,,,
SRSF5,O35326,0.681623150010264,,,,,,,,,-0.16645566801984704,,,,
RPAB5,P62876,0.340977406719676,,,,,,,,,-0.46727439655601666,,,,
HACD3,Q8K2C9,0.0937964498635125,,,,,,,,,-1.0278135990821757,,,,
NAA15,Q80UM3,2.5401235179681,,,,,,,,,0.4048548354654868,,,,
DBNL,Q62418,1.15749675465926,,,,,,,,,0.06351978203508699,,,,
SYNC,Q8BP47,2.39458475605534,,,,,,,,,0.37923021345451197,,,,
VATA,P50516,2.60588927532026,,,,,,,,,0.415955958521991,,,,
SAMH1,Q60710,0.181942472237861,,,,,,,,,-0.7400659083832642,,,,
PP1B,P62141,0.296424514543173,,,,,,,,,-0.52808588270831,,,,
JUPI2,Q6PGH2,1.21613825416069,,,,,,,,,0.08498294961272378,,,,
RPAC1,P52432,0.198310140641206,,,,,,,,,-0.7026550774643073,,,,
BID,P70444,1.20130250941476,,,,,,,,,0.07965238427757824,,,,
CHRD1,Q9D1P4,0.884844899023237,,,,,,,,,-0.053132848400018196,,,,
NSF,P46460,1.25632667398951,,,,,,,,,0.0991025806944366,,,,
RBM39,Q8VH51,0.478875389528755,,,,,,,,,-0.31977748174314924,,,,
EHD4,Q9EQP2,2.21983021179203,,,,,,,,,0.346319757828231,,,,
RAB2A,P53994,0.248362022144313,,,,,,,,,-0.6049148128196863,,,,
HSDL2,Q2TPA8,,,,,,,,,,,,,,
LYRIC,Q80WJ7,0.842392453925271,,,,,,,,,-0.0744855321754822,,,,
,,,,,,,,,,,,,,,
LNP,Q7TQ95,0.10950962796514,,,,,,,,,-0.9605476964556796,,,,
NAA50,Q6PGB6,0.99982970849204,,,,,,,,,-7.396296003276283e-05,,,,
UFM1,P61961,0.628491444875833,,,,,,,,,-0.20170062962242316,,,,
STAU1,Q9Z108,,,,,,,,,,,,,,
CRKL,P47941,0.263210530070359,,,,,,,,,-0.5796967402101627,,,,
VAMP8,O70404,0.746374120306447,,,,,,,,,-0.12704342767923887,,,,
HEXB,P20060,1.1282813096569,,,,,,,,,0.05241739397375158,,,,
SYCC,Q9ER72,0.672822588410272,,,,,,,,,-0.1720994365661784,,,,
RM12,Q9DB15,0.586870432344914,,,,,,,,,-0.23145777052207156,,,,
PSPC1,Q8R326,0.0773327359222748,,4.39139426442735,,40.607451621182875,,,0.00021423621540606064,,-1.1116366248286977,,-3.669107112301735,,
RAP1B,Q99JI6,0.473590827205553,,,,,,,,,-0.3245967178826683,,,,
UBP5,P56399,0.776816442928158,,,,,,,,,-0.10968159026098484,,,,
BT3L4,Q9CQH7,0.54109367871054,,,,,,,,,-0.26672753965301577,,,,
GBB2,P62880,1.54252065058221,,,,,,,,,0.1882309868860695,,,,
MESD,Q9ERE7,0.643143064265532,,,,,,,,,-0.1916924094862412,,,,
SYVC,Q9Z1Q9,1.20036747609233,,,,,,,,,0.07931421972100328,,,,
DHB12,O70503,0.742273768698516,,,,,,,,,-0.12943588676077175,,,,
VRK1,Q80X41,0.121049160695575,,,,,,,,,-0.9170382174287256,,,,
STAT1,P42225,0.236002726886049,,,,,,,,,-0.6270829789590374,,,,
AP3M1,Q9JKC8,0.526362600503325,,,,,,,,,-0.27871497610392515,,,,
EMD,O08579,0.757948012884973,,,,,,,,,-0.12036058129599837,,,,
ITPA,Q9D892,0.992757701073912,,,,,,,,,-0.0031567353182899603,,,,
THEM6,Q80ZW2,0.304028853546284,,,,,,,,,-0.5170851981632927,,,,
PGM2,Q7TSV4,0.163840629644249,,,,,,,,,-0.7855783916948793,,,,
UBA6,Q8C7R4,0.244225937866366,,,,,,,,,-0.6122082139618361,,,,
CISD2,Q9CQB5,0.44702460567739,,,,,,,,,-0.3496685712398542,,,,
SUCA,Q9WUM5,0.58803462694499,,,,,,,,,-0.23059709935183087,,,,
TMED9,Q99KF1,1.31014295681665,,,,,,,,,0.1173186864719956,,,,
TIM13,P62075,2.46914009627654,,,,,,,,,0.3925457320193039,,,,
AAMDC,Q8R0P4,,,,,,,,,,,,,,
ACY1,Q99JW2,0.114047380419197,,,,,,,,,-0.9429146856837223,,,,
,,,,,,,,,,,,,,,
CX7A2,P48771,2.97052769336716,,,,,,,,,0.4728336055329314,,,,
SPCS2,Q9CYN2,0.749749625283985,,,,,,,,,-0.12508374262363797,,,,
ARL1,P61211,0.559166559120884,,,,,,,,,-0.2524588094074753,,,,
PDC10,Q8VE70,0.382440750940733,,,,,,,,,-0.4174358377197878,,,,
DCTD,Q8K2D6,,,,,,,,,,,,,,
MCES,Q9D0L8,0.351765841640195,,,,,,,,,-0.4537463351668457,,,,
NC2A,Q9D6N5,0.338815580705781,,,,,,,,,-0.4700366265026106,,,,
IFT25,Q9D6H2,0.0305092065431099,,,,,,,,,-1.5155690869636207,,,,
ODPB,Q9D051,0.587675721532808,,,,,,,,,-0.23086225078998804,,,,
PEBB,Q08024,0.487827536608944,,,,,,,,,-0.31173368852458205,,,,
ACOHC,P28271,0.208049791707785,,,,,,,,,-0.6818327146713458,,,,
SMC2,Q8CG48,0.63719696473194,,,,,,,,,-0.19572630161432913,,,,
SYIM,Q8BIJ6,0.0988179856905421,,,,,,,,,-1.0051640030310824,,,,
LSM6,P62313,0.883669146805358,,,,,,,,,-0.05371030807781404,,,,
,,,,,,,,,,,,,,,
MYG1,Q9JK81,1.04589765797405,,,,,,,,,0.019489190504836,,,,
S10A4,P07091,25.9563526918704,,,,,,,,,1.4142436666691973,,,,
ICAL,P51125,0.0559150195135763,,,,,,,,,-1.2524715192026445,,,,
SAE2,Q9Z1F9,1.53154811531965,,,,,,,,,0.18513064521022216,,,,
RAB10,P61027,0.432888917081461,,,,,,,,,-0.3636235329486343,,,,
NUP93,Q8BJ71,0.464909317465314,,,,,,,,,-0.3326317498306325,,,,
PARVA,Q9EPC1,,,,,,,,,,,,,,
RFC2,Q9WUK4,0.18260020818974,,,,,,,,,-0.738498731645073,,,,
VP26A,P40336,1.07769801978556,,,,,,,,,0.03249708486416756,,,,
RADI,P26043,0.460372453501056,,,,,,,,,-0.3368906703819358,,,,
HCDH,Q61425,0.174142028067529,,,,,,,,,-0.7590964020299032,,,,
GPDM,Q64521,0.216435194397326,,,,,,,,,-0.6646721174574985,,,,
RANB3,Q9CT10,0.738212311274935,,,,,,,,,-0.13181871628722533,,,,
SIAS,Q99J77,0.446177840314471,,,,,,,,,-0.3504920030080945,,,,
ODO2,Q9D2G2,0.396362048387601,,,,,,,,,-0.4019079358338412,,,,
TBCC,Q8VCN9,0.0549265969791871,4.19415940145448,,63.95000732288339,,,4.56832477979674e-05,,,-1.260217307203701,-4.34024302799786,,,
TIAR,P70318,1.14757482524041,,,,,,,,,0.059781012405003255,,,,
CD82,P40237,0.0559810345222349,,,,,,,,,-1.251959080090174,,,,
GLGB,Q9D6Y9,0.0067776459522153,,,,,,,,,-2.1689211213964286,,,,
REEP5,Q60870,0.186624362745399,,,,,,,,,-0.7290316622227349,,,,
MCM5,P49718,0.773196800936631,,,,,,,,,-0.11170995151162033,,,,
PAXI,Q8VI36,0.327073903435464,,,,,,,,,-0.4853541059701112,,,,
PYR1,B2RQC6,1.06582179194995,,,,,,,,,0.027684595644863058,,,,
TMED2,Q9R0Q3,0.827908995275774,,,,,,,,,-0.08201739874854715,,,,
ILK,O55222,0.0873601754950247,,,,,,,,,-1.058686502198355,,,,
DPY30,Q99LT0,0.832799736443232,,,,,,,,,-0.07945942093900454,,,,
DCK,P43346,0.176310820497122,,,,,,,,,-0.753721033486344,,,,
MLEC,Q6ZQI3,0.304172735045385,,,,,,,,,-0.5168797171404039,,,,
MCFD2,Q8K5B2,0.213221857616035,,,,,,,,,-0.6711682773402864,,,,
PYRG1,P70698,1.34522383319188,,,,,,,,,0.12879455306129303,,,,
ZYX,Q62523,,,,,,,,,,,,,,
JIP4,Q58A65,0.0243673493182499,,,,,,,,,-1.6131917108262566,,,,
PHP14,Q9DAK9,0.645077529523141,,,,,,,,,-0.19038808595290663,,,,
SUMF2,Q8BPG6,,,,,,,,,,,,,,
PSDE,O35593,0.734431991387693,,,,,,,,,-0.13404841380499055,,,,
UBL5,Q9EPV8,0.189696840154223,,,,,,,,,-0.7219399032442526,,,,
FUS,P56959,0.634523619430695,,,,,,,,,-0.19755220714296146,,,,
GDS1,E9Q912,0.207360772811166,,,,,,,,,-0.6832733972379367,,,,
AP3B1,Q9Z1T1,0.385094596393797,,,,,,,,,-0.4144325753082504,,,,
UBP39,Q3TIX9,0.114977024831315,,,,,,,,,-0.9393889334362588,,,,
DNMT1,P13864,0.474512801347247,,,,,,,,,-0.3237520667362098,,,,
UFD1,P70362,0.349708345431873,,,,,,,,,-0.4562940035736114,,,,
GTPB4,Q99ME9,0.288044699748666,,,,,,,,,-0.5405401117274564,,,,
LYAR,Q08288,0.338003658488012,,,,,,,,,-0.47107859897513543,,,,
SMC1A,Q9CU62,0.819090292285812,,,,,,,,,-0.08666822121874702,,,,
