gene_id,uniprot_id,concentration_uM,pKapp
A2AP,Q61247,#N/A,#N/A
RAB8B,P61028,0.320034792309434,4.74361714183308
DDX24,Q9ESV0,0.0143069485903565,#N/A
DDX18,Q8K363,0.123152592485185,#N/A
SDF2,Q9DCT5,#N/A,#N/A
RM24,Q9CQ06,0.082948738941353,#N/A
#N/A,#N/A,#N/A,#N/A
FACE1,Q80W54,0.137359131821555,#N/A
#N/A,#N/A,#N/A,#N/A
CPSF3,Q9QXK7,0.133141467607084,#N/A
PRPKB,Q99PW4,#N/A,#N/A
GPSM3,Q3U1Z5,0.138391554574183,#N/A
RAB5B,P61021,0.128828118405028,#N/A
CUL1,Q9WTX6,0.146771120008016,#N/A
SNAPN,Q9Z266,0.0542894396376083,#N/A
M3K20,Q9ESL4,0.0756068284255917,#N/A
FHOD1,Q6P9Q4,0.0295039432837309,4.30223117039543
SPC25,Q3UA16,0.0321665174040523,#N/A
TGRM1,Q6A070,#N/A,#N/A
NAA20,P61600,0.135814103909851,#N/A
KITH,P04184,0.0135082452489418,#N/A
PIP30,Q91WE2,0.0741180781149583,#N/A
TSN4,Q9DCK3,0.101608227426191,#N/A
FAH2A,Q3TC72,#N/A,#N/A
NUP54,Q8BTS4,0.193069992123867,#N/A
RTN3,Q9ES97,0.0886718806328806,#N/A
PP4R1,Q8K2V1,0.0816660668077168,#N/A
XRP2,Q9EPK2,0.0292523164845591,#N/A
MOC2B,Q9Z223,#N/A,#N/A
SYAP1,Q9D5V6,0.129148527319039,#N/A
KAD4,Q9WUR9,0.380681005851807,#N/A
AB1IP,Q8R5A3,0.349427560083748,6.03910020236833
IMA5,Q60960,0.0317348852469665,#N/A
RT05,Q99N87,0.135232861592085,#N/A
PWP1,Q99LL5,0.273921984040021,#N/A
RNH2A,Q9CWY8,0.20360558242294,#N/A
RHOC,Q62159,0.0582985083739298,#N/A
RT10,Q80ZK0,0.0284543879552224,#N/A
GMPR2,Q99L27,0.101382873596212,#N/A
CASP3,P70677,0.508710758779313,#N/A
SETD7,Q8VHL1,#N/A,#N/A
3HIDH,Q99L13,0.109773479340712,#N/A
NELFB,Q8C4Y3,0.00964638149126164,#N/A
SR140,Q6NV83,0.110359981171245,4.25587606681185
ACDSB,Q9DBL1,#N/A,#N/A
LPXN,Q99N69,0.990238664435097,#N/A
ADDA,Q9QYC0,0.16904607905103,#N/A
NUD16,Q6P3D0,#N/A,#N/A
MAP11,Q8BP48,0.605719905499058,#N/A
GPN1,Q8VCE2,#N/A,#N/A
RM32,Q9DCI9,0.133826905028445,#N/A
NELFD,Q922L6,0.0210072069014733,#N/A
NDK7,Q9QXL8,#N/A,#N/A
SSRG,Q9DCF9,0.197098643793975,#N/A
CDC27,A2A6Q5,0.0208034534267769,#N/A
LUC7L,Q9CYI4,0.123548518238515,#N/A
CCNK,O88874,0.0323879342109964,5.38377474026081
RTCA,Q9D7H3,0.117373440877024,#N/A
CD63,P41731,#N/A,#N/A
ASPC1,Q8VBT9,0.193368682308892,#N/A
T2EB,Q9D902,0.253869631531753,#N/A
PAXB1,P58501,#N/A,#N/A
TCAL3,Q8R0A5,#N/A,#N/A
CDKA1,O35207,0.12627552750091,#N/A
CB39L,Q9DB16,0.145405822307949,#N/A
APOA1,Q00623,0.680602108113795,#N/A
PRAF2,Q9JIG8,0.0431757759212023,#N/A
CTNB1,Q02248,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
BAIP2,Q8BKX1,0.0423311670929039,#N/A
ADPRS,Q8CG72,0.0303990770297813,#N/A
#N/A,#N/A,#N/A,#N/A
K0754,Q69ZZ9,#N/A,#N/A
CK5P3,Q99LM2,0.175456844317092,#N/A
LTOR1,Q9CQ22,0.34192962976857,#N/A
GID8,Q9D7M1,0.183237572736438,#N/A
AUP1,P70295,0.115823803553008,#N/A
CP20A,Q8BKE6,0.147255577801129,#N/A
AFG32,Q8JZQ2,0.195202899754826,#N/A
ADPGK,Q8VDL4,0.240752098082059,#N/A
P4HA2,Q60716,#N/A,#N/A
CWC15,Q9JHS9,0.0899088064376004,#N/A
HCFC1,Q61191,0.305982237408082,#N/A
FMNL1,Q9JL26,0.421339070624054,3.99424762680944
LEO1,Q5XJE5,0.0530368660353366,#N/A
MFGM,P21956,0.308155551489678,#N/A
MLKL,Q9D2Y4,#N/A,#N/A
NT5D1,Q8C5P5,0.0328954384805187,#N/A
CE170,Q6A065,0.0451097803654211,4.38813407344095
ACACA,Q5SWU9,0.224758035301363,#N/A
OSBL8,B9EJ86,0.921493377321731,#N/A
TRM6,Q8CE96,0.0882410420247163,#N/A
KPRA,Q9D0M1,0.0300670746303093,#N/A
MTDC,P18155,0.961783571638538,#N/A
HEM3,P22907,0.239764127204996,#N/A
GSTM1,P10649,0.237725394430501,#N/A
MUC18,Q8R2Y2,#N/A,#N/A
PKN1,P70268,0.122425438352497,#N/A
PEX14,Q9R0A0,0.243940544403048,#N/A
FAM3C,Q91VU0,0.0604616261803564,#N/A
RM22,Q8BU88,#N/A,#N/A
PELO,Q80X73,#N/A,#N/A
CO3,P01027,0.137656569032204,#N/A
LANC1,O89112,#N/A,#N/A
LICH,Q9Z0M5,1.97155597725667,#N/A
SIPA1,P46062,0.0259643253082105,4.60746843723461
FOXK1,P42128,0.0202686338496536,#N/A
PEX2,P55098,#N/A,#N/A
SCFD1,Q8BRF7,0.0693927633356402,#N/A
CTR9,Q62018,0.0241174161250085,#N/A
EXOS1,Q9DAA6,#N/A,#N/A
SH3K1,Q8R550,0.0220056959217617,4.75731305256639
SUN2,Q8BJS4,0.0242747179723867,#N/A
YIPF3,Q3UDR8,0.126831867026308,#N/A
PYGL,Q9ET01,0.000976846854229784,#N/A
S38A1,Q8K2P7,0.0764554082139943,#N/A
SP100,O35892,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
ARAP1,Q4LDD4,0.0478990409315039,4.90417217989136
HSP7E,Q99M31,0.431939482781563,#N/A
UBFD1,Q78JW9,0.219921995711963,#N/A
HDGR2,Q3UMU9,0.022439451174026,#N/A
SAFB2,Q80YR5,0.0108867566373899,#N/A
I2BP2,E9Q1P8,0.0498569662669362,#N/A
SPT6H,Q62383,0.0705408554253875,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
DPOD3,Q9EQ28,0.0638618301177687,#N/A
SPF27,Q9D287,0.044512642589535,#N/A
DEN10,Q9D8N2,0.337029510097776,#N/A
HYI,Q8R1F5,0.100178016599199,#N/A
DDX20,Q9JJY4,0.11837941932484,4.49332462188923
MPPB,Q9CXT8,0.267434713730957,#N/A
DHC24,Q8VCH6,#N/A,#N/A
KI67,E9PVX6,0.0260694442381243,#N/A
IBP7,Q61581,#N/A,#N/A
AMPD2,Q9DBT5,0.81714895211926,#N/A
HNMT,Q91VF2,#N/A,#N/A
LS14B,Q8CGC4,0.0126430646214838,#N/A
PGTA,Q9JHK4,0.0750075505603915,#N/A
RRP12,Q6P5B0,0.100565451849586,#N/A
SCRB2,O35114,0.032186571139738,#N/A
DCNL5,Q9CXV9,0.0643909515417969,#N/A
SKAP,Q9D9Z1,#N/A,#N/A
RAC1,P63001,#N/A,#N/A
VPS25,Q9CQ80,0.827867240480456,#N/A
EMC4,Q9CZX9,0.3410847291571,#N/A
PPR18,Q8BQ30,1.22572103205442,#N/A
RM27,Q99N92,#N/A,#N/A
ATPK,P56135,1.11361803510627,#N/A
UB2G2,P60605,0.0493588640033238,#N/A
RPA34,Q76KJ5,#N/A,#N/A
AP1S2,Q9DB50,#N/A,#N/A
ERLN1,Q91X78,0.00486301138676324,#N/A
RFTN1,Q6A0D4,0.0462804706516365,#N/A
CNIH4,Q9CX13,0.0788796761199679,#N/A
DPOD1,P52431,0.103574120698588,#N/A
CSN7B,Q8BV13,0.0288536748165939,#N/A
NOP16,Q9CPT5,0.595113085750554,#N/A
OVCA2,Q9D7E3,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
ISY1,Q69ZQ2,0.0964248876323508,#N/A
CERT,Q9EQG9,0.122303173976353,#N/A
PSB9,P28076,0.872789208498959,#N/A
#N/A,#N/A,#N/A,#N/A
H12,P15864,2.45714476671504,#N/A
TM9S2,P58021,0.133576450202957,#N/A
TACC1,Q6Y685,0.0546771068127102,#N/A
OSBL3,Q9DBS9,#N/A,#N/A
XPO7,Q9EPK7,0.0990896103805483,#N/A
NMD3,Q99L48,#N/A,#N/A
ODB2,P53395,0.174433421225823,#N/A
TNPO2,Q99LG2,0.0382020494838825,#N/A
SCPDL,Q8R127,#N/A,#N/A
DPEP3,Q9DA79,#N/A,#N/A
MPU1,Q9R0Q9,0.0509343788902904,#N/A
PSMG3,Q9CZH3,0.173789614002557,#N/A
EPN1,Q80VP1,0.0231342860375585,#N/A
TGON2,Q62314,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
STXB1,O08599,0.166870095233667,#N/A
NFKB1,P25799,0.1633448076061,#N/A
FAK1,P34152,0.0159272560051463,#N/A
KCMF1,Q80UY2,0.0525896556888566,#N/A
GLYC,P50431,0.114652979087241,#N/A
NUDT4,Q8R2U6,#N/A,#N/A
H14,P43274,1.22304687109334,#N/A
SOAT1,Q61263,0.271720354446002,#N/A
WBP11,Q923D5,0.145769376398639,4.88407121629125
TB182,P58871,#N/A,#N/A
TMM11,Q8BK08,0.00913425800717308,#N/A
IF2B3,Q9CPN8,#N/A,#N/A
EPN4,Q99KN9,0.103371486741083,#N/A
RBM22,Q8BHS3,#N/A,#N/A
TAGL,P37804,#N/A,#N/A
RM48,Q8JZS9,#N/A,#N/A
BCS1,Q9CZP5,#N/A,#N/A
ODPX,Q8BKZ9,0.104215250522072,#N/A
JMJD6,Q9ERI5,0.183688222200612,#N/A
IR3IP,Q9CR20,0.146193838149434,#N/A
TMUB1,Q9JMG3,#N/A,#N/A
MELPH,Q91V27,#N/A,#N/A
CDK9,Q99J95,0.0695160028564984,#N/A
CATB,P10605,6.93630636097751,#N/A
MARE2,Q8R001,0.303615635767996,#N/A
TFE2,P15806,#N/A,#N/A
KCC2B,P28652,#N/A,#N/A
IVD,Q9JHI5,0.166328185616814,#N/A
S10A6,P14069,#N/A,#N/A
NUSAP,Q9ERH4,#N/A,#N/A
HTRA2,Q9JIY5,0.0221107156276319,#N/A
TF3C5,Q8R2T8,0.0845979146980773,#N/A
RPIA,P47968,0.115119049206942,#N/A
ZC11A,Q6NZF1,0.0463719221218978,#N/A
STRN4,P58404,0.0693219744073709,#N/A
PHLA1,Q62392,#N/A,#N/A
UQCC3,Q8K2T4,#N/A,#N/A
RM41,Q9CQN7,0.281343728608614,#N/A
ARMC6,Q8BNU0,0.0519147598688979,#N/A
RMD3,Q3UJU9,0.0148247004617627,#N/A
PTER,Q60866,0.051913255135401,#N/A
CIA2A,Q9DCL2,0.145468425140354,#N/A
#N/A,#N/A,#N/A,#N/A
AT2B1,G5E829,0.136002733180517,#N/A
SPS1,Q8BH69,0.0341136339652755,#N/A
SRP19,Q9D7A6,0.0841804929135592,#N/A
CBPN,Q9JJN5,#N/A,#N/A
KBP,Q6ZPU9,#N/A,#N/A
NUBP2,Q9R061,0.0384297143990088,#N/A
PP4R2,Q0VGB7,0.165080730056422,#N/A
BL1S2,Q9CWG9,#N/A,#N/A
ADDG,Q9QYB5,0.672102442260917,#N/A
4EBP2,P70445,0.159891155572884,#N/A
PP6R1,Q7TSI3,0.135560564098108,#N/A
OTU6B,Q8K2H2,0.123907572221383,#N/A
CHAC2,Q9CQG1,#N/A,#N/A
PAK4,Q8BTW9,#N/A,#N/A
CFAH,P06909,#N/A,#N/A
PCKGM,Q8BH04,0.35760140062061,#N/A
ALG1,Q921Q3,#N/A,#N/A
TRM1,Q3TX08,0.0691303216879576,#N/A
PRC2C,Q3TLH4,0.157857364081821,4.30146568263037
AGFG1,Q8K2K6,0.14238307076839,#N/A
RPB11,O08740,0.0439525675934215,#N/A
#N/A,#N/A,#N/A,#N/A
CNPY3,Q9DAU1,0.226876016450226,#N/A
#N/A,#N/A,#N/A,#N/A
ENPP1,P06802,#N/A,#N/A
TPX2,A2APB8,#N/A,#N/A
VA0D1,P51863,0.41339351057375,#N/A
DNS2A,P56542,#N/A,#N/A
ZC3C1,Q80YV2,#N/A,#N/A
TPA,P11214,#N/A,#N/A
IPO11,Q8K2V6,0.0846431379794739,#N/A
BICD2,Q921C5,0.086264580937402,#N/A
RNH2B,Q80ZV0,0.0574092103053865,#N/A
GLTP,Q9JL62,0.176122089196399,#N/A
SREK1,Q8BZX4,0.0179334290769157,#N/A
RABL3,Q9D4V7,0.443657650714686,#N/A
ELP3,Q9CZX0,0.0522985885327091,#N/A
AXDN1,Q3UZ57,#N/A,#N/A
RO52,Q62191,#N/A,#N/A
MCCA,Q99MR8,0.028030440045444,#N/A
APC13,Q8R034,0.103996430464326,#N/A
RPAC2,P97304,0.0956623878136101,#N/A
DNJC5,P60904,0.00746365526466357,#N/A
DCNL1,Q9QZ73,0.105604339136524,#N/A
GNA13,P27601,0.173759665931614,#N/A
NED4L,Q8CFI0,#N/A,#N/A
NQO2,Q9JI75,0.214872181904313,#N/A
PTCD3,Q14C51,0.231600639680862,#N/A
COMD1,Q8K4M5,0.0797807399943362,#N/A
PPIL4,Q9CXG3,0.0499524008665324,#N/A
NECT2,P32507,#N/A,#N/A
NDUF4,Q9D1H6,0.0671601229974111,#N/A
TNPO3,Q6P2B1,0.0957501039661824,#N/A
HDDC2,Q3SXD3,0.255754725064515,#N/A
LDLR,P35951,0.0225006622907322,#N/A
SCP2,P32020,0.283450195528995,#N/A
SNF8,Q9CZ28,0.372597018522002,#N/A
CDCA3,Q99M54,0.00706517669826164,#N/A
PXL2A,Q9CYH2,#N/A,#N/A
ZC3HE,Q8BJ05,0.00993709428964021,4.08991765022216
NFU1,Q9QZ23,0.255426258744391,#N/A
RAI14,Q9EP71,#N/A,#N/A
WASC3,Q9CR27,0.152048392001447,#N/A
PIGT,Q8BXQ2,0.0875308351077771,#N/A
TRNT1,Q8K1J6,0.18202109920447,#N/A
PTN12,P35831,0.045030869787943,4.61428674028858
ARFG2,Q99K28,0.31637321554465,#N/A
CD123,Q8CII2,0.095918493668572,#N/A
PLAK,Q02257,0.06107262358654,5.2004152995679
GATC,Q8CBY0,2.46282390406431,#N/A
NUF2,Q99P69,0.0073230535427525,#N/A
FTO,Q8BGW1,0.0455511961736282,#N/A
AGAL,P51569,0.163015025349702,#N/A
TMX3,Q8BXZ1,0.43789136951711,#N/A
NELFE,P19426,#N/A,#N/A
GMPPA,Q922H4,0.121590236723724,#N/A
U119B,Q8C4B4,0.011202431339734,#N/A
NUFP2,Q5F2E7,0.106160719838458,4.26105245132009
MCCB,Q3ULD5,0.0134998473365842,#N/A
MGST3,Q9CPU4,#N/A,#N/A
CSN7A,Q9CZ04,0.223128331282864,#N/A
SNTB2,Q61235,#N/A,#N/A
CPPED,Q8BFS6,0.0351191078790297,#N/A
NOP53,Q8BK35,0.186685329801121,#N/A
PTGR1,Q91YR9,0.0144485969376831,#N/A
SPG21,Q9CQC8,0.080431630098917,#N/A
TBC13,Q8R3D1,#N/A,#N/A
PP1RB,Q8K1L5,0.309323289197614,#N/A
PACN3,Q99JB8,#N/A,#N/A
ZFAN6,Q9DCH6,#N/A,#N/A
FAF1,P54731,0.244405262655374,#N/A
CELF1,P28659,#N/A,#N/A
ARP10,Q9QZB7,0.0455540087338652,#N/A
DCAF8,Q8N7N5,0.0480785180474074,#N/A
DDAH2,Q99LD8,#N/A,#N/A
TAF7,Q9R1C0,#N/A,#N/A
CUL3,Q9JLV5,0.0952923718608921,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
CASP6,O08738,0.0137424850602072,#N/A
TP53B,P70399,0.00731130660444759,#N/A
VAC14,Q80WQ2,5.22045831021038,#N/A
RT16,Q9CPX7,0.0571369445977598,#N/A
KPCI,Q62074,#N/A,#N/A
POP7,Q9DCH2,0.0252686611965458,#N/A
P4R3A,Q6P2K6,0.143084475446922,#N/A
PEG10,Q7TN75,#N/A,#N/A
BAP18,Q9DCT6,1.27971821325911,4.01172859426073
YIF1B,Q9CX30,0.0279918266015183,#N/A
TPBG,Q9Z0L0,#N/A,#N/A
MISSL,Q8BH93,0.408171672331562,#N/A
RM46,Q9EQI8,0.36285472361717,#N/A
WDFY1,E9Q4P1,#N/A,#N/A
PDIP3,Q8BG81,0.0220319594458448,#N/A
PFKAL,P12382,0.804636900777116,#N/A
SEN34,Q8BMZ5,#N/A,#N/A
GMPPB,Q8BTZ7,0.31371454865115,#N/A
RETR3,Q9CQV4,#N/A,#N/A
TRM61,Q80XC2,0.156192873114791,#N/A
TPP1,O89023,0.173844169350599,#N/A
TCAB1,Q8VC51,#N/A,#N/A
DSRAD,Q99MU3,0.0253440521499658,#N/A
CDC23,Q8BGZ4,0.0745243075341482,#N/A
RRFM,Q9D6S7,#N/A,#N/A
NAA25,Q8BWZ3,0.206889628215158,#N/A
NAT10,Q8K224,0.110219212600631,#N/A
RISC,Q920A5,0.189485770156028,#N/A
VP37B,Q8R0J7,#N/A,#N/A
RM44,Q9CY73,0.0992463390065885,#N/A
UQCC2,Q9CQY6,#N/A,#N/A
STX5,Q8K1E0,0.0484180194008737,#N/A
RPB1,P08775,0.148554524808661,#N/A
NU160,Q9Z0W3,0.0314248428125558,#N/A
AMPH,Q7TQF7,#N/A,#N/A
UACA,Q8CGB3,#N/A,#N/A
ELP1,Q7TT37,0.089052730890598,#N/A
NXP20,Q9D281,#N/A,#N/A
DDRGK,Q80WW9,0.0478295812615695,#N/A
PPM1A,P49443,0.129468925792646,#N/A
PTN2,Q06180,0.012443805230123,#N/A
NEUA,Q99KK2,0.156115408785714,#N/A
DHRS7,Q9CXR1,0.0793926521688779,#N/A
CTRO,P49025,#N/A,#N/A
NEUG,P60761,#N/A,#N/A
TM9S1,Q9DBU0,0.089538764895369,#N/A
PDPR,Q7TSQ8,#N/A,#N/A
INPP,P49442,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
ELMO2,Q8BHL5,#N/A,#N/A
JUND,P15066,#N/A,#N/A
EIPR1,Q8K0G5,0.0499660445575137,#N/A
ODR4,Q4PJX1,0.6596209929064,#N/A
ASH1L,Q99MY8,#N/A,#N/A
VPS4A,Q8VEJ9,#N/A,#N/A
RBM42,Q91V81,#N/A,#N/A
SMCE1,O54941,0.161461531797412,4.17921828030296
LTOR3,O88653,0.31002265257038,#N/A
DYR,P00375,0.357523025365113,#N/A
KPCD,P28867,0.197619288882802,#N/A
NUDT3,Q9JI46,#N/A,#N/A
PHS2,Q9CZL5,0.129231952596354,#N/A
CDS2,Q99L43,0.0517900164382,#N/A
RGAP1,Q9WVM1,0.0071449805570472,#N/A
DPH5,Q9CWQ0,0.0360265511463704,#N/A
ANO10,Q8BH79,#N/A,#N/A
NEB2,Q6R891,0.00949859485011832,#N/A
RL7L,Q9D8M4,0.0858283394681647,#N/A
MICA2,Q8BML1,#N/A,#N/A
PRI2,P33610,0.195973549680946,#N/A
AGK,Q9ESW4,0.116207313560231,#N/A
PTBP3,Q8BHD7,0.138583077461482,#N/A
ABR,Q5SSL4,0.278576069801744,#N/A
NSDHL,Q9R1J0,0.154844022363956,#N/A
FRMD6,Q8C0V9,#N/A,#N/A
T106B,Q80X71,#N/A,#N/A
LSS,Q8BLN5,0.224328523809927,#N/A
WDR11,Q8K1X1,0.0195628836564212,#N/A
ACTB,P60710,0.0950077379551116,#N/A
CATL1,P06797,0.578739144678677,#N/A
PGTB2,P53612,0.0370456591347894,#N/A
#N/A,#N/A,#N/A,#N/A
STXB2,Q64324,0.126508043482846,#N/A
ISOC1,Q91V64,0.417802931692663,#N/A
#N/A,#N/A,#N/A,#N/A
PDP1,Q3UV70,#N/A,#N/A
RT30,Q9D0G0,0.138619257259722,#N/A
UAP1L,Q3TW96,1.56357942419531,#N/A
ZN622,Q91VY9,0.0234198919459404,4.53076248235448
#N/A,#N/A,#N/A,#N/A
LAS1L,A2BE28,0.0437392460820793,#N/A
#N/A,#N/A,#N/A,#N/A
NOB1,Q8BW10,0.116365666454897,#N/A
ANX13,Q99JG3,#N/A,#N/A
TXTP,Q8JZU2,0.064636654751665,#N/A
TBCD4,Q8BYJ6,#N/A,#N/A
KEAP1,Q9Z2X8,0.0243716640129926,#N/A
CLP1L,Q8BXA5,0.0433383995443461,#N/A
MGAT1,P27808,#N/A,#N/A
RAC2,Q05144,0.19949710700776,#N/A
#N/A,#N/A,#N/A,#N/A
RN114,Q9ET26,0.0525690823576714,#N/A
SHCBP,Q9Z179,0.0155316750637103,#N/A
PDRG1,P59048,#N/A,#N/A
RM47,Q8K2Y7,0.0542118469636428,#N/A
OSGEP,Q8BWU5,0.0564456718885018,#N/A
STAM1,P70297,#N/A,#N/A
DHX29,Q6PGC1,0.0306518990322889,#N/A
EFGM,Q8K0D5,0.36092407725436,#N/A
KCC1A,Q91YS8,0.470789787712109,#N/A
UB2R2,Q6ZWZ2,#N/A,#N/A
GTPB1,O08582,0.322087279006887,#N/A
ITPR3,P70227,0.0286372272710923,#N/A
YIPF4,Q8C407,0.0580872619085618,#N/A
LYPL1,Q3UFF7,#N/A,#N/A
USP9X,P70398,0.149407929572113,#N/A
DOCK7,Q8R1A4,0.0340083512253459,#N/A
AMRP,P55302,0.462870322597651,#N/A
BNIP2,O54940,0.0920359312569381,#N/A
GCDH,Q60759,#N/A,#N/A
SLAI2,Q8CI08,0.0262905311688803,#N/A
EFTS,Q9CZR8,0.36480469523702,5.86952639518799
CCS,Q9WU84,0.0884525932846339,#N/A
SYF1,Q9DCD2,0.0316227522409485,#N/A
CUL5,Q9D5V5,0.0515987338655196,#N/A
FL2D,Q9ER69,0.0387014732986299,#N/A
TRIPC,G5E870,0.015643654247374,#N/A
OSTC,Q78XF5,0.105222662758056,#N/A
YTHD2,Q91YT7,0.0585233691632627,4.2731071633666
LIMC1,Q3UH68,#N/A,#N/A
AQR,Q8CFQ3,0.0636664098634239,#N/A
HMCS1,Q8JZK9,0.591155128753194,#N/A
NU188,Q6ZQH8,0.0261678228082489,#N/A
DP13A,Q8K3H0,0.447032950156534,#N/A
RET4,Q00724,#N/A,#N/A
MBLC2,Q8BL86,#N/A,#N/A
NEMO,O88522,0.0367361942811547,#N/A
MRM3,Q5ND52,#N/A,#N/A
KC1D,Q9DC28,#N/A,#N/A
DCTN6,Q9WUB4,#N/A,#N/A
SEN15,Q8R3W5,#N/A,#N/A
GEPH,Q8BUV3,0.114123471836969,#N/A
HGH1,Q8C3I8,0.0416522010526497,#N/A
#N/A,#N/A,#N/A,#N/A
CARF,Q8BI72,#N/A,#N/A
NECT2,P32507,#N/A,#N/A
FNBP1,Q80TY0,0.265295529162316,#N/A
#N/A,#N/A,#N/A,#N/A
NPC1,O35604,0.00505090122380742,#N/A
RM03,Q99N95,0.0351578927043432,#N/A
#N/A,#N/A,#N/A,#N/A
GHITM,Q91VC9,0.0425400712662791,#N/A
#N/A,#N/A,#N/A,#N/A
FSP1,Q8BUE4,0.0308568519219106,#N/A
PUM3,Q8BKS9,0.0561414172140167,#N/A
SUGP2,Q8CH09,#N/A,#N/A
RING1,O35730,0.0154353209591701,#N/A
GOT1B,Q9CR60,#N/A,#N/A
RT35,Q8BJZ4,0.0945049231249916,#N/A
UBE3A,O08759,0.145510951119901,#N/A
EMC6,Q9CQW0,0.0726538343940519,#N/A
MAIP1,Q8BHE8,#N/A,#N/A
ITIH3,Q61704,0.0819240423351894,#N/A
MO4L1,P60762,0.0679396343587786,#N/A
MMTA2,Q99LX5,0.291470509216237,#N/A
UB2Q1,Q7TSS2,0.245512555279108,#N/A
SIN3A,Q60520,0.0430456660638018,#N/A
ARRB1,Q8BWG8,0.189101914417818,#N/A
COX17,P56394,0.270541594440499,#N/A
SYF2,Q9D198,0.032541544701185,#N/A
SEPT8,Q8CHH9,0.0182657764441333,#N/A
PAR6B,Q9JK83,#N/A,#N/A
LRC40,Q9CRC8,0.0973267304470966,#N/A
MNS60,P0DW27,#N/A,#N/A
AACS,Q9D2R0,0.360006878538358,#N/A
GNPI2,Q9CRC9,#N/A,#N/A
PPWD1,Q8CEC6,0.0994615818035279,#N/A
GCP2,Q921G8,0.0117418861258907,#N/A
ZCH18,Q0P678,0.0650259953701212,4.19137087033165
BCAR3,Q9QZK2,#N/A,#N/A
MD1L1,Q9WTX8,0.00314569314737462,#N/A
KRR1,Q8BGA5,#N/A,#N/A
CETN3,O35648,0.0744113155940988,#N/A
TIA1,P52912,0.0314386612278662,#N/A
SUMO3,Q9Z172,0.0828283369579649,#N/A
#N/A,#N/A,#N/A,#N/A
SPY4,Q9WTP2,#N/A,#N/A
PDS5B,Q4VA53,0.0318949915565723,#N/A
8ODP,P53368,#N/A,#N/A
SPART,Q8R1X6,0.0161741740889496,#N/A
CP51A,Q8K0C4,0.219386662570999,#N/A
NIP7,Q9CXK8,0.235697607759314,#N/A
DRS7B,Q99J47,0.274175802562151,#N/A
DNJC3,Q91YW3,0.630184940768301,#N/A
COMD4,Q9CQ02,0.0966179778076163,#N/A
S27A4,Q91VE0,#N/A,#N/A
UBP47,Q8BY87,0.0723272123641367,#N/A
RPB7,P62488,#N/A,#N/A
B4GT1,P15535,0.286188065692295,#N/A
TRM5,Q9D0C4,#N/A,#N/A
NT5C,Q9JM14,0.388466753343906,#N/A
VPS4B,P46467,0.585986299063534,#N/A
PLXB2,B2RXS4,0.195697042555199,#N/A
G45IP,Q9CR59,#N/A,#N/A
DCTN4,Q8CBY8,0.0672638994255698,#N/A
SEP10,Q8C650,#N/A,#N/A
PLPHP,Q9Z2Y8,0.241230442205547,#N/A
A4,P12023,0.00568638853887937,#N/A
CREB1,Q01147,#N/A,#N/A
DJC11,Q5U458,0.159499891196845,#N/A
B2L13,P59017,0.223770143520396,#N/A
GSK3A,Q2NL51,0.0564336745422346,#N/A
CDK7,Q03147,#N/A,#N/A
GAPD1,Q6PAR5,0.349592469991641,#N/A
ALG8,Q6P8H8,#N/A,#N/A
RABL6,Q5U3K5,0.0459580123410663,4.6262804435853
SETD3,Q91WC0,0.0297003384164186,#N/A
LAT1,Q9Z127,0.0843764167600614,#N/A
WDR37,Q8CBE3,0.0106888598661801,#N/A
PLCG1,Q62077,#N/A,#N/A
UBS3B,Q8BGG7,0.0188556870594802,#N/A
HSP72,P17156,#N/A,#N/A
PPGB,P16675,1.73298285671304,#N/A
PPIG,A2AR02,0.032348213166976,#N/A
PACS1,Q8K212,0.00761179673491916,#N/A
TLE3,Q08122,#N/A,#N/A
C1TM,Q3V3R1,1.34982405984562,#N/A
SPP2A,Q9JJF9,0.0541982007697679,#N/A
SON,Q9QX47,0.0234703820566322,#N/A
DAAF5,B9EJR8,0.0200712341501386,#N/A
PDCD6,P12815,0.602307232046136,#N/A
RBP2,Q9ERU9,0.0693147658019352,4.09613215162738
LTV1,Q6NSQ7,0.236388221502417,#N/A
PYM1,Q8CHP5,0.345563442849044,#N/A
CAPAM,P59114,#N/A,#N/A
RALB,Q9JIW9,0.316831905710998,#N/A
PRRC1,Q3UPH1,0.250291392219603,#N/A
PDLI2,Q8R1G6,0.0758227052763027,#N/A
MIA40,Q8VEA4,0.0604702603914216,#N/A
SNX9,Q91VH2,0.397297950759863,#N/A
NMT2,O70311,0.0498904084811049,#N/A
MO4L2,Q9R0Q4,0.0847238809005971,#N/A
SE1L1,Q9Z2G6,0.183277995032443,#N/A
UBA5,Q8VE47,0.19937903779028,#N/A
ELOV1,Q9JLJ5,0.0288789949191559,#N/A
THG1,Q9CY52,#N/A,#N/A
BRE1A,Q5DTM8,0.086802529852205,#N/A
VPS45,P97390,0.0176938270819121,#N/A
SOSB2,Q8BGW5,#N/A,#N/A
EFL1,Q8C0D5,0.099810195845588,#N/A
