Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
SRC,SRC,SRC,SRC,SRC,SRC,SRC,SRC,HCK,HCK,HCK,HCK,HCK,HCK,HCK,HCK,SRC_minus_HCK,SRC_minus_HCK,SRC_minus_HCK,SRC_vs_HCK,SRC,SRC,SRC,SRC,SRC,SRC,SRC,SRC,HCK,HCK,HCK,HCK,HCK,HCK,HCK,HCK,SRC_minus_HCK,SRC_minus_HCK,SRC_minus_HCK,SRC_vs_HCK
gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome,log_concentration_uM,log_complexome,gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome,log_concentration_uM,log_complexome,delta_pKapp,delta_complexome,log_delta_complexome,ratio_log_complexome,gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome,log_concentration_uM,log_complexome,gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome,log_concentration_uM,log_complexome,delta_pKapp,delta_complexome,log_delta_complexome,ratio_log_complexome
HNRNPF,P52597,1.47183520977017,,,,0.1678591880627764,,HNRNPF,P52597,1.47183520977017,,,,0.1678591880627764,,,,,,HNRPF,Q9Z2X1,2.09961593939167,,,,0.3221398610877066,,HNRPF,Q9Z2X1,2.09961593939167,,,,0.3221398610877066,,,,,
SUGT1,Q9Y2Z0,1.47157884888592,,,,0.1677835370565174,,SUGT1,Q9Y2Z0,1.47157884888592,,,,0.1677835370565174,,,,,,SGT1,Q9CX34,0.547971235719852,,,,-0.2612422380411963,,SGT1,Q9CX34,0.547971235719852,,,,-0.2612422380411963,,,,,
DDB1,Q16531,1.46922947411514,,,,0.1670896321134746,,DDB1,Q16531,1.46922947411514,,,,0.1670896321134746,,,,,,DDB1,Q3U1J4,1.73334879992375,,,,0.2388859641218119,,DDB1,Q3U1J4,1.73334879992375,,,,0.2388859641218119,,,,,
HM13,Q8TCT9,1.46875538558175,,,,0.1669494720748056,,HM13,Q8TCT9,1.46875538558175,,,,0.1669494720748056,,,,,,HM13,Q9D8V0,0.580924973266239,,,,-0.2358799533247758,,HM13,Q9D8V0,0.580924973266239,,,,-0.2358799533247758,,,,,
IPO5,O00410,1.4622869554405,,,,0.1650326058199923,,IPO5,O00410,1.4622869554405,,,,0.1650326058199923,,,,,,IPO5,Q8BKC5,0.977701920289192,,,,-0.0097935318232932,,IPO5,Q8BKC5,0.977701920289192,,,,-0.0097935318232932,,,,,
SMS,P52788,1.46196706953996,,,,0.1649375903522453,,SMS,P52788,1.46196706953996,,,,0.1649375903522453,,,,,,SPSY,P97355,0.607418269712297,,,,-0.216512149665184,,SPSY,P97355,0.607418269712297,,,,-0.216512149665184,,,,,
DDOST,P39656,1.45753222716092,,,,0.1636181661229362,,DDOST,P39656,1.45753222716092,,,,0.1636181661229362,,,,,,OST48,O54734,2.79946149926887,,,,0.4470744990608446,,OST48,O54734,2.79946149926887,,,,0.4470744990608446,,,,,
CHCHD3,Q9NX63,1.45556988989819,,,,0.1630330631368431,,CHCHD3,Q9NX63,1.45556988989819,,,,0.1630330631368431,,,,,,MIC19,Q9CRB9,0.622133970258849,,,,-0.2061160843136888,,MIC19,Q9CRB9,0.622133970258849,,,,-0.2061160843136888,,,,,
PFDN6,O15212,1.45067961176025,,,,0.1615715074008106,,PFDN6,O15212,1.45067961176025,,,,0.1615715074008106,,,,,,PFD6,Q03958,1.53279155441293,,,,0.1854830988052117,,PFD6,Q03958,1.53279155441293,,,,0.1854830988052117,,,,,
ECHS1,P30084,1.45043296948929,,,,0.161497663056932,,ECHS1,P30084,1.45043296948929,,,,0.161497663056932,,,,,,ECHM,Q8BH95,0.210531293644202,,,,-0.6766833409357756,,ECHM,Q8BH95,0.210531293644202,,,,-0.6766833409357756,,,,,
BCAP31,P51572,1.44573550468524,,,,0.1600888466496613,,BCAP31,P51572,1.44573550468524,,,,0.1600888466496613,,,,,,BAP31,Q61335,0.19906328763185,,,,-0.7010088276122378,,BAP31,Q61335,0.19906328763185,,,,-0.7010088276122378,,,,,
UAP1,Q16222,1.44445996191848,,,,0.1597055084101528,,UAP1,Q16222,1.44445996191848,,,,0.1597055084101528,,,,,,UAP1,Q91YN5,0.015678793455996,,,,-1.8046873610115504,,UAP1,Q91YN5,0.015678793455996,,,,-1.8046873610115504,,,,,
PPIAL4C,A0A0B4J2A2,1.44392701631602,,,,0.159545242255601,,PPIAL4C,A0A0B4J2A2,1.44392701631602,,,,0.159545242255601,,,,,,,,,,,,,,,,,,,,,,,,,
HSBP1,O75506,1.4405741218264,,,,0.1585356089350893,,HSBP1,O75506,1.4405741218264,,,,0.1585356089350893,,,,,,HSBP1,Q9CQZ1,0.697557465406437,,,,-0.1564200090136458,,HSBP1,Q9CQZ1,0.697557465406437,,,,-0.1564200090136458,,,,,
GLOD4,Q9HC38,1.42716163572132,,,,0.1544731626917502,,GLOD4,Q9HC38,1.42716163572132,,,,0.1544731626917502,,,,,,GLOD4,Q9CPV4,0.992177940789225,,,,-0.0034104329136335,,GLOD4,Q9CPV4,0.992177940789225,,,,-0.0034104329136335,,,,,
RBBP4,Q09028,1.42225853668369,,,,0.1529785491710405,,RBBP4,Q09028,1.42225853668369,,,,0.1529785491710405,,,,,,RBBP4,Q60972,1.80180841855901,,,,0.25570861173413,,RBBP4,Q60972,1.80180841855901,,,,0.25570861173413,,,,,
TBCB,Q99426,1.42200549368958,,,,0.1529012742238889,,TBCB,Q99426,1.42200549368958,,,,0.1529012742238889,,,,,,TBCB,Q9D1E6,8.66507997052798,,,,0.9377725751975122,,TBCB,Q9D1E6,8.66507997052798,,,,0.9377725751975122,,,,,
GPX1,P07203,1.41980923471182,,,,0.152229996582009,,GPX1,P07203,1.41980923471182,,,,0.152229996582009,,,,,,GPX1,P11352,,,,,,,GPX1,P11352,,,,,,,,,,
EFTUD2,Q15029,1.41656155965575,,,,0.1512354524447923,,EFTUD2,Q15029,1.41656155965575,,,,0.1512354524447923,,,,,,U5S1,O08810,1.21285704231668,,,,0.0838096142286133,,U5S1,O08810,1.21285704231668,,,,0.0838096142286133,,,,,
ACTBL2,Q562R1,1.41368752830404,,,,0.1503534266250825,,ACTBL2,Q562R1,1.41368752830404,,,,0.1503534266250825,,,,,,ACTBL,Q8BFZ3,45.9527776549879,,,,1.6623117678173338,,ACTBL,Q8BFZ3,45.9527776549879,,,,1.6623117678173338,,,,,
SRM,P19623,1.41321620843374,,,,0.1502086097937775,,SRM,P19623,1.41321620843374,,,,0.1502086097937775,,,,,,SRMS,Q62270,,,,,,,SRMS,Q62270,,,,,,,,,,
DDX21,Q9NR30,1.41300393020997,,,,0.1501433698217567,,DDX21,Q9NR30,1.41300393020997,,,,0.1501433698217567,,,,,,DDX21,Q9JIK5,2.24705201901173,,,,0.3516131264058891,,DDX21,Q9JIK5,2.24705201901173,,,,0.3516131264058891,,,,,
HNRNPDL,O14979,1.41055382109491,,,,0.1493896617488049,,HNRNPDL,O14979,1.41055382109491,,,,0.1493896617488049,,,,,,HNRDL,Q9Z130,1.65166534982309,,,,0.217922057846459,,HNRDL,Q9Z130,1.65166534982309,,,,0.217922057846459,,,,,
SEC61B,P60468,1.40996120553402,,,,0.1492071633970202,,SEC61B,P60468,1.40996120553402,,,,0.1492071633970202,,,,,,SC61B,Q9CQS8,,,,,,,SC61B,Q9CQS8,,,,,,,,,,
DDX1,Q92499,1.40623437756399,,,,0.1480577107262358,,DDX1,Q92499,1.40623437756399,,,,0.1480577107262358,,,,,,DDX1,Q91VR5,1.11982593197794,,,,0.0491505202982076,,DDX1,Q91VR5,1.11982593197794,,,,0.0491505202982076,,,,,
BUB3,O43684,1.40428885878915,,,,0.147456450297302,,BUB3,O43684,1.40428885878915,,,,0.147456450297302,,,,,,BUB3,Q9WVA3,0.904342296464757,,,,-0.0436671565505166,,BUB3,Q9WVA3,0.904342296464757,,,,-0.0436671565505166,,,,,
SSBP1,Q04837,1.40334400362455,,,,0.1471641432758478,,SSBP1,Q04837,1.40334400362455,,,,0.1471641432758478,,,,,,SSBP,Q9CYR0,0.604168543679459,,,,-0.2188418902214058,,SSBP,Q9CYR0,0.604168543679459,,,,-0.2188418902214058,,,,,
CBR1,P16152,1.39753717602502,,,,0.1453633694227052,,CBR1,P16152,1.39753717602502,,,,0.1453633694227052,,,,,,CBR1,P48758,0.332613949689506,,,,-0.4780595406061741,,CBR1,P48758,0.332613949689506,,,,-0.4780595406061741,,,,,
HNRNPH1,P31943,1.39524860606597,,,,0.1446515973036166,,HNRNPH1,P31943,1.39524860606597,,,,0.1446515973036166,,,,,,HNRH1,O35737,0.576854876221053,,,,-0.2389334318767606,,HNRH1,O35737,0.576854876221053,,,,-0.2389334318767606,,,,,
TMEM33,P57088,1.39127924805695,,,,0.143414307359816,,TMEM33,P57088,1.39127924805695,,,,0.143414307359816,,,,,,TMM33,Q9CR67,0.40644221945434,,,,-0.3910011857544014,,TMM33,Q9CR67,0.40644221945434,,,,-0.3910011857544014,,,,,
MANF,P55145,1.38882921476986,,,,0.1426488435466245,,MANF,P55145,1.38882921476986,,,,0.1426488435466245,,,,,,MANF,Q9CXI5,2.59950216628843,,,,0.4148901836879361,,MANF,Q9CXI5,2.59950216628843,,,,0.4148901836879361,,,,,
UQCRFS1,P47985,1.3885191311354,,,,0.1425518678740319,,UQCRFS1,P47985,1.3885191311354,,,,0.1425518678740319,,,,,,UCRI,Q9CR68,1.60678317198205,,,,0.2059572746692882,,UCRI,Q9CR68,1.60678317198205,,,,0.2059572746692882,,,,,
ARHGDIB,P52566,1.38662065348065,,,,0.1419576646539523,,ARHGDIB,P52566,1.38662065348065,,,,0.1419576646539523,,,,,,GDIR2,Q61599,6.95219907018253,,,,0.8421221992639687,,GDIR2,Q61599,6.95219907018253,,,,0.8421221992639687,,,,,
GRPEL1,Q9HAV7,1.38479008761572,,,,0.1413839461807382,,GRPEL1,Q9HAV7,1.38479008761572,,,,0.1413839461807382,,,,,,GRPE1,Q99LP6,1.47611004861785,,,,0.1691187367050792,,GRPE1,Q99LP6,1.47611004861785,,,,0.1691187367050792,,,,,
CLTB,P09497,1.38364143042124,,,,0.1410235576310939,,CLTB,P09497,1.38364143042124,,,,0.1410235576310939,,,,,,CLCB,Q6IRU5,1.00040819883025,,,,0.0001772423269022,,CLCB,Q6IRU5,1.00040819883025,,,,0.0001772423269022,,,,,
OAT,P04181,1.38185157254497,,,,0.1404613971000368,,OAT,P04181,1.38185157254497,,,,0.1404613971000368,,,,,,OAT,P29758,2.20018975755149,,,,0.3424601385965766,,OAT,P29758,2.20018975755149,,,,0.3424601385965766,,,,,
FH,P07954,1.37727834559227,,,,0.1390217192974044,,FH,P07954,1.37727834559227,,,,0.1390217192974044,,,,,,FUMH,P97807,1.64859450915815,,,,0.2171138490402038,,FUMH,P97807,1.64859450915815,,,,0.2171138490402038,,,,,
YWHAH,Q04917,1.37531192502376,,,,0.1384012086777145,,YWHAH,Q04917,1.37531192502376,,,,0.1384012086777145,,,,,,1433F,P68510,2.59326819495396,,,,0.4138474336862191,,1433F,P68510,2.59326819495396,,,,0.4138474336862191,,,,,
DENR,O43583,1.374084484092,,,,0.1380134356689382,,DENR,O43583,1.374084484092,,,,0.1380134356689382,,,,,,DENR,Q9CQJ6,0.655238024114554,,,,-0.1836009079754025,,DENR,Q9CQJ6,0.655238024114554,,,,-0.1836009079754025,,,,,
FSCN1,Q16658,1.3740458656555,,,,0.1380012297167174,,FSCN1,Q16658,1.3740458656555,,,,0.1380012297167174,,,,,,FSCN1,Q61553,,,,,,,FSCN1,Q61553,,,,,,,,,,
IDH1,O75874,1.36822218447056,,,,0.1361566278331878,,IDH1,O75874,1.36822218447056,,,,0.1361566278331878,,,,,,IDHC,O88844,1.29408345261885,,,,0.1119622839395018,,IDHC,O88844,1.29408345261885,,,,0.1119622839395018,,,,,
HYOU1,Q9Y4L1,1.36698301761885,,,,0.1357631192494347,,HYOU1,Q9Y4L1,1.36698301761885,,,,0.1357631192494347,,,,,,HYOU1,Q9JKR6,4.72466773162793,,,,0.6743712715977673,,HYOU1,Q9JKR6,4.72466773162793,,,,0.6743712715977673,,,,,
ARPC1A,Q92747,1.3663649932014,,,,0.1355667266951815,,ARPC1A,Q92747,1.3663649932014,,,,0.1355667266951815,,,,,,ARC1A,Q9R0Q6,,,,,,,ARC1A,Q9R0Q6,,,,,,,,,,
UBA1,P22314,1.35562092950381,,,,0.1321382653127632,,UBA1,P22314,1.35562092950381,,,,0.1321382653127632,,,,,,UBA1,Q02053,2.4022474700111,,,,0.3806177446673244,,UBA1,Q02053,2.4022474700111,,,,0.3806177446673244,,,,,
GLRX3,O76003,1.3530794954507,,,,0.1313233127996734,,GLRX3,O76003,1.3530794954507,,,,0.1313233127996734,,,,,,GLRX3,Q9CQM9,1.18578219523367,,,,0.0740049250359131,,GLRX3,Q9CQM9,1.18578219523367,,,,0.0740049250359131,,,,,
ELOB,Q15370,1.34826864684022,,,,0.1297764353861686,,ELOB,Q15370,1.34826864684022,,,,0.1297764353861686,,,,,,ELOB,P62869,2.45484474067457,,,,0.3900240299007224,,ELOB,P62869,2.45484474067457,,,,0.3900240299007224,,,,,
ATP1A1,P05023,1.34681225179429,,,,0.1293070584603721,,ATP1A1,P05023,1.34681225179429,,,,0.1293070584603721,,,,,,AT1A1,Q8VDN2,1.69257840929586,,,,0.2285487966692986,,AT1A1,Q8VDN2,1.69257840929586,,,,0.2285487966692986,,,,,
MATR3,P43243,1.34516874102929,,,,0.1287767666442165,,MATR3,P43243,1.34516874102929,,,,0.1287767666442165,,,,,,MATR3,Q8K310,0.378117831844052,,,,-0.4223728410482998,,MATR3,Q8K310,0.378117831844052,,,,-0.4223728410482998,,,,,
UBE2I,P63279,1.33598931943123,,,,0.1258029861854687,,UBE2I,P63279,1.33598931943123,,,,0.1258029861854687,,,,,,UBC9,P63280,0.609388540065325,,,,-0.2151057172173651,,UBC9,P63280,0.609388540065325,,,,-0.2151057172173651,,,,,
IMMT,Q16891,1.3340270961676,,,,0.1251646508673054,,IMMT,Q16891,1.3340270961676,,,,0.1251646508673054,,,,,,MIC60,Q8CAQ8,1.1064836686987,,,,0.0439450082801057,,MIC60,Q8CAQ8,1.1064836686987,,,,0.0439450082801057,,,,,
PSMC3,P17980,1.33368483560812,,,,0.1250532131431641,,PSMC3,P17980,1.33368483560812,,,,0.1250532131431641,,,,,,PRS6A,O88685,1.04943124103103,,,,0.0209539887792536,,PRS6A,O88685,1.04943124103103,,,,0.0209539887792536,,,,,
TUBA4A,P68366,1.33049687105297,,,,0.1240138575525507,,TUBA4A,P68366,1.33049687105297,,,,0.1240138575525507,,,,,,TBA4A,P68368,1.00474478245132,,,,0.002055759618007,,TBA4A,P68368,1.00474478245132,,,,0.002055759618007,,,,,
ETFA,P13804,1.32910471053987,,,,0.1235591972093115,,ETFA,P13804,1.32910471053987,,,,0.1235591972093115,,,,,,ETFA,Q99LC5,1.39286838273953,,,,0.1439100802785791,,ETFA,Q99LC5,1.39286838273953,,,,0.1439100802785791,,,,,
LSM7,Q9UK45,1.32854680950403,,,,0.1233768607795388,,LSM7,Q9UK45,1.32854680950403,,,,0.1233768607795388,,,,,,LSM7,Q9CQQ8,1.26067351448013,,,,0.1006026288265264,,LSM7,Q9CQQ8,1.26067351448013,,,,0.1006026288265264,,,,,
EIF3M,Q7L2H7,1.32587351274496,,,,0.1225020947044406,,EIF3M,Q7L2H7,1.32587351274496,,,,0.1225020947044406,,,,,,EIF3M,Q99JX4,0.804543970833722,,,,-0.0944502153702906,,EIF3M,Q99JX4,0.804543970833722,,,,-0.0944502153702906,,,,,
METAP2,P50579,1.32151890885595,,,,0.1210733815827858,,METAP2,P50579,1.32151890885595,,,,0.1210733815827858,,,,,,MAP2,O08663,0.852884874618552,,,,-0.0691095874634405,,MAP2,O08663,0.852884874618552,,,,-0.0691095874634405,,,,,
NAGK,Q9UJ70,1.32098933699616,,,,0.1208993120108796,,NAGK,Q9UJ70,1.32098933699616,,,,0.1208993120108796,,,,,,NAGK,Q9QZ08,0.360226213565645,,,,-0.4434246868727307,,NAGK,Q9QZ08,0.360226213565645,,,,-0.4434246868727307,,,,,
UBE2E3,Q969T4,1.31976408296629,,,,0.1204963049763991,,UBE2E3,Q969T4,1.31976408296629,,,,0.1204963049763991,,,,,,UB2E3,P52483,0.437365985915012,,,,-0.3591549951982877,,UB2E3,P52483,0.437365985915012,,,,-0.3591549951982877,,,,,
SSR4,P51571,1.31583981269776,,,,0.1192030224878044,,SSR4,P51571,1.31583981269776,,,,0.1192030224878044,,,,,,SSRD,Q62186,2.12033852134116,,,,0.3264052034824389,,SSRD,Q62186,2.12033852134116,,,,0.3264052034824389,,,,,
ATP5PF,P18859,1.31081195138094,,,,0.1175403924258793,,ATP5PF,P18859,1.31081195138094,,,,0.1175403924258793,,,,,,ATP5J,P97450,3.16462539896569,,,,0.5003223093642785,,ATP5J,P97450,3.16462539896569,,,,0.5003223093642785,,,,,
RUVBL2,Q9Y230,1.30970730908774,,,,0.1171742511896243,,RUVBL2,Q9Y230,1.30970730908774,,,,0.1171742511896243,,,,,,RUVB2,Q9WTM5,1.08296633870325,,,,0.0346149578786665,,RUVB2,Q9WTM5,1.08296633870325,,,,0.0346149578786665,,,,,
GGCT,O75223,1.30906193363022,,,,0.1169601941424749,,GGCT,O75223,1.30906193363022,,,,0.1169601941424749,,,,,,GGCT,Q9D7X8,0.0220910928659667,,,,-1.6557827986637157,,GGCT,Q9D7X8,0.0220910928659667,,,,-1.6557827986637157,,,,,
ACSL4,O60488,1.30659030666967,,,,0.1161394319224534,,ACSL4,O60488,1.30659030666967,,,,0.1161394319224534,,,,,,ACSL4,Q9QUJ7,0.475976897914088,,,,-0.3224141257499109,,ACSL4,Q9QUJ7,0.475976897914088,,,,-0.3224141257499109,,,,,
HNRNPH3,P31942,1.30508222745266,,,,0.1156378755087317,,HNRNPH3,P31942,1.30508222745266,,,,0.1156378755087317,,,,,,,,,,,,,,,,,,,,,,,,,
CIRBP,Q14011,1.30450776627514,,,,0.1154466689788982,,CIRBP,Q14011,1.30450776627514,,,,0.1154466689788982,,,,,,CIRBP,P60824,0.0513252005422637,,,,-1.2896693450410848,,CIRBP,P60824,0.0513252005422637,,,,-1.2896693450410848,,,,,
CORO1B,Q9BR76,1.30126196856777,,,,0.1143647370308189,,CORO1B,Q9BR76,1.30126196856777,,,,0.1143647370308189,,,,,,COR1B,Q9WUM3,0.576150706276618,,,,-0.2394639013972109,,COR1B,Q9WUM3,0.576150706276618,,,,-0.2394639013972109,,,,,
EIF5,P55010,1.29959314784028,,,,0.1138074128429969,,EIF5,P55010,1.29959314784028,,,,0.1138074128429969,,,,,,IF5,P59325,1.23030537827561,,,,0.0900129225280885,,IF5,P59325,1.23030537827561,,,,0.0900129225280885,,,,,
TXNDC5,Q8NBS9,1.29399000922601,,,,0.1119309231991699,,TXNDC5,Q8NBS9,1.29399000922601,,,,0.1119309231991699,,,,,,TXND5,Q91W90,1.38508006326601,,,,0.141474878115022,,TXND5,Q91W90,1.38508006326601,,,,0.141474878115022,,,,,
HPRT1,P00492,1.29330735282952,,,,0.1117017466713696,,HPRT1,P00492,1.29330735282952,,,,0.1117017466713696,,,,,,HPRT,P00493,2.1440458947891,,,,0.3312340774947646,,HPRT,P00493,2.1440458947891,,,,0.3312340774947646,,,,,
TRIR,Q9BQ61,1.29251090780178,,,,0.1114342168941298,,TRIR,Q9BQ61,1.29251090780178,,,,0.1114342168941298,,,,,,TRIR,Q9D735,0.218165748997057,,,,-0.6612134305999735,,TRIR,Q9D735,0.218165748997057,,,,-0.6612134305999735,,,,,
IARS1,P41252,1.28816896377968,,,,0.109972831365772,,IARS1,P41252,1.28816896377968,,,,0.109972831365772,,,,,,SYIC,Q8BU30,1.76184099053698,,,,0.2459667099508728,,SYIC,Q8BU30,1.76184099053698,,,,0.2459667099508728,,,,,
CMPK1,P30085,1.28652103565337,,,,0.1094168916683969,,CMPK1,P30085,1.28652103565337,,,,0.1094168916683969,,,,,,KCY,Q9DBP5,2.65577620005244,,,,0.4241914746201391,,KCY,Q9DBP5,2.65577620005244,,,,0.4241914746201391,,,,,
PSMD12,O00232,1.28238129720928,,,,0.1080171754580373,,PSMD12,O00232,1.28238129720928,,,,0.1080171754580373,,,,,,PSD12,Q9D8W5,1.63137134245315,,,,0.2125528289875859,,PSD12,Q9D8W5,1.63137134245315,,,,0.2125528289875859,,,,,
DDX17,Q92841,1.28214019200532,4.10821457893366,77.94449023561252,0.000223956960994,0.1079355144851136,-3.6498354343385695,DDX17,Q92841,1.28214019200532,4.58970407625061,25.721478206015387,0.0095618238748294,0.1079355144851136,-2.019459260106258,-0.48148949731694923,-0.0093378669138354,2.029752320060255,-1.6303761742323113,DDX17,Q501J6,0.991708974390162,3.93116714741616,117.17443081762464,0.0004469365279078,-0.0036157566360155,-3.349754149209593,DDX17,Q501J6,0.991708974390162,4.45376674948452,35.174930702793404,0.0030897407938361,-0.0036157566360155,-2.510077953108648,-0.5225996020683596,-0.0026428042659282997,2.5779350008391906,-0.8396761961009451
CNN2,Q99439,1.27804857932215,,,,0.1065473619057703,,CNN2,Q99439,1.27804857932215,,,,0.1065473619057703,,,,,,CNN2,Q08093,,,,,,,CNN2,Q08093,,,,,,,,,,
PSMB7,Q99436,1.27343681825374,,,,0.1049774022525562,,PSMB7,Q99436,1.27343681825374,,,,0.1049774022525562,,,,,,PSB7,P70195,1.32790918772723,,,,0.1231683757718351,,PSB7,P70195,1.32790918772723,,,,0.1231683757718351,,,,,
PRDX4,Q13162,1.26970161773849,,,,0.1037016729284541,,PRDX4,Q13162,1.26970161773849,,,,0.1037016729284541,,,,,,PRDX4,O08807,1.22059381577088,,,,0.0865711652409368,,PRDX4,O08807,1.22059381577088,,,,0.0865711652409368,,,,,
FDPS,P14324,1.26914519832526,,,,0.1035113110026146,,FDPS,P14324,1.26914519832526,,,,0.1035113110026146,,,,,,FPPS,Q920E5,3.24239512671381,,,,0.5108659379940328,,FPPS,Q920E5,3.24239512671381,,,,0.5108659379940328,,,,,
PSMC5,P62195,1.26812346453531,,,,0.1031615385268578,,PSMC5,P62195,1.26812346453531,,,,0.1031615385268578,,,,,,PRS8,P62196,1.16802430171891,,,,0.0674518787289741,,PRS8,P62196,1.16802430171891,,,,0.0674518787289741,,,,,
HBA2,P69905,1.26691396790313,,,,0.1027471243281779,,HBA2,P69905,1.26691396790313,,,,0.1027471243281779,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJB1,P25685,1.26655640327964,,,,0.1026245348985142,,DNAJB1,P25685,1.26655640327964,,,,0.1026245348985142,,,,,,DNJB1,Q9QYJ3,0.200301593561867,,,,-0.6983155955273305,,DNJB1,Q9QYJ3,0.200301593561867,,,,-0.6983155955273305,,,,,
YARS1,P54577,1.26637117914664,,,,0.1025610180261183,,YARS1,P54577,1.26637117914664,,,,0.1025610180261183,,,,,,SYYC,Q91WQ3,1.44470625323741,,,,0.1597795525827933,,SYYC,Q91WQ3,1.44470625323741,,,,0.1597795525827933,,,,,
LSM8,O95777,1.26486542429336,,,,0.1020443210882449,,LSM8,O95777,1.26486542429336,,,,0.1020443210882449,,,,,,LSM8,Q6ZWM4,1.68928400384722,,,,0.2277026696627695,,LSM8,Q6ZWM4,1.68928400384722,,,,0.2277026696627695,,,,,
ATL3,Q6DD88,1.26450973175188,,,,0.1019221760528057,,ATL3,Q6DD88,1.26450973175188,,,,0.1019221760528057,,,,,,ATLA3,Q91YH5,0.330840350420093,,,,-0.4803815278495269,,ATLA3,Q91YH5,0.330840350420093,,,,-0.4803815278495269,,,,,
PAFAH1B1,P43034,1.26018963617994,,,,0.1004359036489133,,PAFAH1B1,P43034,1.26018963617994,,,,0.1004359036489133,,,,,,LIS1,P63005,0.889651987047528,,,,-0.0507798469083841,,LIS1,P63005,0.889651987047528,,,,-0.0507798469083841,,,,,
RPS26,P62854,1.25927620290442,,,,0.1001209963837523,,RPS26,P62854,1.25927620290442,,,,0.1001209963837523,,,,,,RS26,P62855,1.10421331557092,,,,0.0430529799387927,,RS26,P62855,1.10421331557092,,,,0.0430529799387927,,,,,
CKS1B,P61024,1.25758006302163,,,,0.099535643685532,,CKS1B,P61024,1.25758006302163,,,,0.099535643685532,,,,,,CKS1,P61025,0.470713083306189,,,,-0.3272437304617937,,CKS1,P61025,0.470713083306189,,,,-0.3272437304617937,,,,,
H3C13,Q71DI3,1.25346475200161,,,,0.0981121259077726,,H3C13,Q71DI3,1.25346475200161,,,,0.0981121259077726,,,,,,H32,P84228,1.02520855566911,,,,0.0108122218434385,,H32,P84228,1.02520855566911,,,,0.0108122218434385,,,,,
RFC4,P35249,1.2518195567899,,,,0.0975417321186929,,RFC4,P35249,1.2518195567899,,,,0.0975417321186929,,,,,,RFC4,Q99J62,4.81429600718246,,,,0.6825327893735318,,RFC4,Q99J62,4.81429600718246,,,,0.6825327893735318,,,,,
PDLIM5,Q96HC4,1.25101524978252,,,,0.097262603743006,,PDLIM5,Q96HC4,1.25101524978252,,,,0.097262603743006,,,,,,PDLI5,Q8CI51,0.642636486618399,,,,-0.1920346203855162,,PDLI5,Q8CI51,0.642636486618399,,,,-0.1920346203855162,,,,,
SEPTIN7,Q16181,1.24145492611774,,,,0.093930956114745,,SEPTIN7,Q16181,1.24145492611774,,,,0.093930956114745,,,,,,SEPT7,O55131,0.992598924194976,,,,-0.0032261998383113,,SEPT7,O55131,0.992598924194976,,,,-0.0032261998383113,,,,,
ALCAM,Q13740,1.23819500013358,,,,0.0927890459870294,,ALCAM,Q13740,1.23819500013358,,,,0.0927890459870294,,,,,,CD166,Q61490,1.08955309193689,,,,0.0372483974766663,,CD166,Q61490,1.08955309193689,,,,0.0372483974766663,,,,,
ARF6,P62330,1.2369807370902,,,,0.0923629366213847,,ARF6,P62330,1.2369807370902,,,,0.0923629366213847,,,,,,ARF6,P62331,0.679657689460563,,,,-0.1677097652487638,,ARF6,P62331,0.679657689460563,,,,-0.1677097652487638,,,,,
EIF4A2,Q14240,1.23242828249969,,,,0.0907616562082028,,EIF4A2,Q14240,1.23242828249969,,,,0.0907616562082028,,,,,,IF4A2,P10630,,,,,,,IF4A2,P10630,,,,,,,,,,
EIF4G1,Q04637,1.23184366426754,,,,0.0905555941480969,,EIF4G1,Q04637,1.23184366426754,,,,0.0905555941480969,,,,,,IF4G1,Q6NZJ6,1.34511370567446,,,,0.1287589978400935,,IF4G1,Q6NZJ6,1.34511370567446,,,,0.1287589978400935,,,,,
CSNK2A1,P68400,1.22723080636057,,,,0.0889262485479298,,CSNK2A1,P68400,1.22723080636057,,,,0.0889262485479298,,,,,,CSK21,Q60737,0.707320982732768,,,,-0.1503834583463797,,CSK21,Q60737,0.707320982732768,,,,-0.1503834583463797,,,,,
CAPZA1,P52907,1.22636833822773,,,,0.0886209295905417,,CAPZA1,P52907,1.22636833822773,,,,0.0886209295905417,,,,,,CAZA1,P47753,1.25171686931208,,,,0.0975061052314323,,CAZA1,P47753,1.25171686931208,,,,0.0975061052314323,,,,,
ARL8B,Q9NVJ2,1.22570219924781,,,,0.0883849653424866,,ARL8B,Q9NVJ2,1.22570219924781,,,,0.0883849653424866,,,,,,ARL8B,Q9CQW2,3.58313967621758,,,,0.5542637379534986,,ARL8B,Q9CQW2,3.58313967621758,,,,0.5542637379534986,,,,,
