gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome
NFU1,Q9QZ23,0.255426258744391,,,
RAI14,Q9EP71,,,,
WASC3,Q9CR27,0.152048392001447,,,
PIGT,Q8BXQ2,0.0875308351077771,,,
TRNT1,Q8K1J6,0.18202109920447,,,
PTN12,P35831,0.045030869787943,,,
ARFG2,Q99K28,0.31637321554465,,,
CD123,Q8CII2,0.095918493668572,,,
PLAK,Q02257,0.06107262358654,,,
GATC,Q8CBY0,2.46282390406431,,,
NUF2,Q99P69,0.0073230535427525,,,
FTO,Q8BGW1,0.0455511961736282,,,
AGAL,P51569,0.163015025349702,,,
TMX3,Q8BXZ1,0.43789136951711,,,
NELFE,P19426,,,,
GMPPA,Q922H4,0.121590236723724,,,
U119B,Q8C4B4,0.011202431339734,,,
NUFP2,Q5F2E7,0.106160719838458,,,
MCCB,Q3ULD5,0.0134998473365842,,,
MGST3,Q9CPU4,,,,
CSN7A,Q9CZ04,0.223128331282864,,,
SNTB2,Q61235,,,,
CPPED,Q8BFS6,0.0351191078790297,,,
NOP53,Q8BK35,0.186685329801121,,,
PTGR1,Q91YR9,0.0144485969376831,,,
SPG21,Q9CQC8,0.080431630098917,,,
TBC13,Q8R3D1,,,,
PP1RB,Q8K1L5,0.309323289197614,,,
PACN3,Q99JB8,,,,
ZFAN6,Q9DCH6,,,,
FAF1,P54731,0.244405262655374,,,
CELF1,P28659,,,,
ARP10,Q9QZB7,0.0455540087338652,,,
DCAF8,Q8N7N5,0.0480785180474074,,,
DDAH2,Q99LD8,,,,
TAF7,Q9R1C0,,,,
CUL3,Q9JLV5,0.0952923718608921,,,
,,,,,
,,,,,
CASP6,O08738,0.0137424850602072,,,
TP53B,P70399,0.0073113066044475,,,
VAC14,Q80WQ2,5.22045831021038,,,
RT16,Q9CPX7,0.0571369445977598,,,
KPCI,Q62074,,,,
POP7,Q9DCH2,0.0252686611965458,,,
P4R3A,Q6P2K6,0.143084475446922,,,
PEG10,Q7TN75,,,,
BAP18,Q9DCT6,1.27971821325911,,,
YIF1B,Q9CX30,0.0279918266015183,,,
TPBG,Q9Z0L0,,,,
MISSL,Q8BH93,0.408171672331562,4.16305322231886,68.69842456793694,0.00031444118329915227
RM46,Q9EQI8,0.36285472361717,,,
WDFY1,E9Q4P1,,,,
PDIP3,Q8BG81,0.0220319594458448,,,
PFKAL,P12382,0.804636900777116,,,
SEN34,Q8BMZ5,,,,
GMPPB,Q8BTZ7,0.31371454865115,,,
RETR3,Q9CQV4,,,,
TRM61,Q80XC2,0.156192873114791,,,
TPP1,O89023,0.173844169350599,,,
TCAB1,Q8VC51,,,,
DSRAD,Q99MU3,0.0253440521499658,,,
CDC23,Q8BGZ4,0.0745243075341482,,,
RRFM,Q9D6S7,,,,
NAA25,Q8BWZ3,0.206889628215158,,,
NAT10,Q8K224,0.110219212600631,,,
RISC,Q920A5,0.189485770156028,,,
VP37B,Q8R0J7,,,,
RM44,Q9CY73,0.0992463390065885,,,
UQCC2,Q9CQY6,,,,
STX5,Q8K1E0,0.0484180194008737,,,
RPB1,P08775,0.148554524808661,,,
NU160,Q9Z0W3,0.0314248428125558,,,
AMPH,Q7TQF7,,,,
UACA,Q8CGB3,,,,
ELP1,Q7TT37,0.089052730890598,,,
NXP20,Q9D281,,,,
DDRGK,Q80WW9,0.0478295812615695,,,
PPM1A,P49443,0.129468925792646,,,
PTN2,Q06180,0.012443805230123,,,
NEUA,Q99KK2,0.156115408785714,,,
DHRS7,Q9CXR1,0.0793926521688779,,,
CTRO,P49025,,,,
NEUG,P60761,,,,
TM9S1,Q9DBU0,0.089538764895369,,,
PDPR,Q7TSQ8,,,,
INPP,P49442,,,,
,,,,,
ELMO2,Q8BHL5,,,,
JUND,P15066,,,,
EIPR1,Q8K0G5,0.0499660445575137,,,
ODR4,Q4PJX1,0.6596209929064,,,
ASH1L,Q99MY8,,,,
VPS4A,Q8VEJ9,,,,
RBM42,Q91V81,,,,
SMCE1,O54941,0.161461531797412,,,
LTOR3,O88653,0.31002265257038,,,
DYR,P00375,0.357523025365113,,,
KPCD,P28867,0.197619288882802,,,
NUDT3,Q9JI46,,,,
PHS2,Q9CZL5,0.129231952596354,,,
CDS2,Q99L43,0.0517900164382,,,
RGAP1,Q9WVM1,0.0071449805570472,,,
DPH5,Q9CWQ0,0.0360265511463704,,,
ANO10,Q8BH79,,,,
NEB2,Q6R891,0.0094985948501183,,,
RL7L,Q9D8M4,0.0858283394681647,,,
MICA2,Q8BML1,,,,
PRI2,P33610,0.195973549680946,,,
AGK,Q9ESW4,0.116207313560231,,,
PTBP3,Q8BHD7,0.138583077461482,,,
ABR,Q5SSL4,0.278576069801744,,,
NSDHL,Q9R1J0,0.154844022363956,,,
FRMD6,Q8C0V9,,,,
T106B,Q80X71,,,,
LSS,Q8BLN5,0.224328523809927,,,
WDR11,Q8K1X1,0.0195628836564212,,,
ACTB,P60710,0.0950077379551116,,,
CATL1,P06797,0.578739144678677,,,
PGTB2,P53612,0.0370456591347894,,,
,,,,,
STXB2,Q64324,0.126508043482846,,,
ISOC1,Q91V64,0.417802931692663,,,
,,,,,
PDP1,Q3UV70,,,,
RT30,Q9D0G0,0.138619257259722,,,
UAP1L,Q3TW96,1.56357942419531,,,
ZN622,Q91VY9,0.0234198919459404,,,
,,,,,
LAS1L,A2BE28,0.0437392460820793,,,
,,,,,
NOB1,Q8BW10,0.116365666454897,,,
ANX13,Q99JG3,,,,
TXTP,Q8JZU2,0.064636654751665,,,
TBCD4,Q8BYJ6,,,,
KEAP1,Q9Z2X8,0.0243716640129926,,,
CLP1L,Q8BXA5,0.0433383995443461,,,
MGAT1,P27808,,,,
RAC2,Q05144,0.19949710700776,,,
,,,,,
RN114,Q9ET26,0.0525690823576714,,,
SHCBP,Q9Z179,0.0155316750637103,,,
PDRG1,P59048,,,,
RM47,Q8K2Y7,0.0542118469636428,,,
OSGEP,Q8BWU5,0.0564456718885018,,,
STAM1,P70297,,,,
DHX29,Q6PGC1,0.0306518990322889,,,
EFGM,Q8K0D5,0.36092407725436,,,
KCC1A,Q91YS8,0.470789787712109,,,
UB2R2,Q6ZWZ2,,,,
GTPB1,O08582,0.322087279006887,,,
ITPR3,P70227,0.0286372272710923,,,
YIPF4,Q8C407,0.0580872619085618,,,
LYPL1,Q3UFF7,,,,
USP9X,P70398,0.149407929572113,,,
DOCK7,Q8R1A4,0.0340083512253459,,,
AMRP,P55302,0.462870322597651,,,
BNIP2,O54940,0.0920359312569381,,,
GCDH,Q60759,,,,
SLAI2,Q8CI08,0.0262905311688803,,,
EFTS,Q9CZR8,0.36480469523702,,,
CCS,Q9WU84,0.0884525932846339,,,
SYF1,Q9DCD2,0.0316227522409485,,,
CUL5,Q9D5V5,0.0515987338655196,,,
FL2D,Q9ER69,0.0387014732986299,,,
TRIPC,G5E870,0.015643654247374,,,
OSTC,Q78XF5,0.105222662758056,,,
YTHD2,Q91YT7,0.0585233691632627,4.02274627174373,94.89727205651623,3.2818080001106864e-05
LIMC1,Q3UH68,,,,
AQR,Q8CFQ3,0.0636664098634239,,,
HMCS1,Q8JZK9,0.591155128753194,,,
NU188,Q6ZQH8,0.0261678228082489,,,
DP13A,Q8K3H0,0.447032950156534,,,
RET4,Q00724,,,,
MBLC2,Q8BL86,,,,
NEMO,O88522,0.0367361942811547,,,
MRM3,Q5ND52,,,,
KC1D,Q9DC28,,,,
DCTN6,Q9WUB4,,,,
SEN15,Q8R3W5,,,,
GEPH,Q8BUV3,0.114123471836969,,,
HGH1,Q8C3I8,0.0416522010526497,,,
,,,,,
CARF,Q8BI72,,,,
NECT2,P32507,,,,
FNBP1,Q80TY0,0.265295529162316,,,
,,,,,
NPC1,O35604,0.0050509012238074,,,
RM03,Q99N95,0.0351578927043432,,,
,,,,,
GHITM,Q91VC9,0.0425400712662791,,,
,,,,,
FSP1,Q8BUE4,0.0308568519219106,,,
PUM3,Q8BKS9,0.0561414172140167,,,
SUGP2,Q8CH09,,,,
RING1,O35730,0.0154353209591701,,,
GOT1B,Q9CR60,,,,
RT35,Q8BJZ4,0.0945049231249916,,,
UBE3A,O08759,0.145510951119901,,,
EMC6,Q9CQW0,0.0726538343940519,,,
MAIP1,Q8BHE8,,,,
ITIH3,Q61704,0.0819240423351894,,,
MO4L1,P60762,0.0679396343587786,,,
MMTA2,Q99LX5,0.291470509216237,,,
UB2Q1,Q7TSS2,0.245512555279108,,,
SIN3A,Q60520,0.0430456660638018,,,
ARRB1,Q8BWG8,0.189101914417818,,,
COX17,P56394,0.270541594440499,,,
SYF2,Q9D198,0.032541544701185,,,
SEPT8,Q8CHH9,0.0182657764441333,,,
PAR6B,Q9JK83,,,,
LRC40,Q9CRC8,0.0973267304470966,,,
MNS60,P0DW27,,,,
AACS,Q9D2R0,0.360006878538358,,,
GNPI2,Q9CRC9,,,,
PPWD1,Q8CEC6,0.0994615818035279,,,
GCP2,Q921G8,0.0117418861258907,,,
ZCH18,Q0P678,0.0650259953701212,,,
BCAR3,Q9QZK2,,,,
MD1L1,Q9WTX8,0.0031456931473746,,,
KRR1,Q8BGA5,,,,
CETN3,O35648,0.0744113155940988,,,
TIA1,P52912,0.0314386612278662,,,
SUMO3,Q9Z172,0.0828283369579649,,,
,,,,,
SPY4,Q9WTP2,,,,
PDS5B,Q4VA53,0.0318949915565723,,,
8ODP,P53368,,,,
SPART,Q8R1X6,0.0161741740889496,,,
CP51A,Q8K0C4,0.219386662570999,,,
NIP7,Q9CXK8,0.235697607759314,,,
DRS7B,Q99J47,0.274175802562151,,,
DNJC3,Q91YW3,0.630184940768301,,,
COMD4,Q9CQ02,0.0966179778076163,,,
S27A4,Q91VE0,,,,
UBP47,Q8BY87,0.0723272123641367,,,
RPB7,P62488,,,,
B4GT1,P15535,0.286188065692295,,,
TRM5,Q9D0C4,,,,
NT5C,Q9JM14,0.388466753343906,,,
VPS4B,P46467,0.585986299063534,,,
PLXB2,B2RXS4,0.195697042555199,,,
G45IP,Q9CR59,,,,
DCTN4,Q8CBY8,0.0672638994255698,,,
SEP10,Q8C650,,,,
PLPHP,Q9Z2Y8,0.241230442205547,,,
A4,P12023,0.0056863885388793,,,
CREB1,Q01147,,,,
DJC11,Q5U458,0.159499891196845,,,
B2L13,P59017,0.223770143520396,,,
GSK3A,Q2NL51,0.0564336745422346,,,
CDK7,Q03147,,,,
GAPD1,Q6PAR5,0.349592469991641,,,
ALG8,Q6P8H8,,,,
RABL6,Q5U3K5,0.0459580123410663,,,
SETD3,Q91WC0,0.0297003384164186,,,
LAT1,Q9Z127,0.0843764167600614,,,
WDR37,Q8CBE3,0.0106888598661801,,,
PLCG1,Q62077,,,,
UBS3B,Q8BGG7,0.0188556870594802,,,
HSP72,P17156,,,,
PPGB,P16675,1.73298285671304,,,
PPIG,A2AR02,0.032348213166976,,,
PACS1,Q8K212,0.0076117967349191,,,
TLE3,Q08122,,,,
C1TM,Q3V3R1,1.34982405984562,,,
SPP2A,Q9JJF9,0.0541982007697679,,,
SON,Q9QX47,0.0234703820566322,,,
DAAF5,B9EJR8,0.0200712341501386,,,
PDCD6,P12815,0.602307232046136,,,
RBP2,Q9ERU9,0.0693147658019352,,,
LTV1,Q6NSQ7,0.236388221502417,,,
PYM1,Q8CHP5,0.345563442849044,,,
CAPAM,P59114,,,,
RALB,Q9JIW9,0.316831905710998,,,
PRRC1,Q3UPH1,0.250291392219603,,,
PDLI2,Q8R1G6,0.0758227052763027,,,
MIA40,Q8VEA4,0.0604702603914216,,,
SNX9,Q91VH2,0.397297950759863,,,
NMT2,O70311,0.0498904084811049,,,
MO4L2,Q9R0Q4,0.0847238809005971,,,
SE1L1,Q9Z2G6,0.183277995032443,,,
UBA5,Q8VE47,0.19937903779028,,,
ELOV1,Q9JLJ5,0.0288789949191559,,,
THG1,Q9CY52,,,,
BRE1A,Q5DTM8,0.086802529852205,,,
VPS45,P97390,0.0176938270819121,,,
SOSB2,Q8BGW5,,,,
EFL1,Q8C0D5,0.099810195845588,,,
PSF3,Q9CY94,0.0907349148574638,,,
AJUBA,Q91XC0,,,,
VAMP2,P63044,,,,
ZN326,O88291,0.0239661116221013,,,
WAC,Q924H7,0.0241833999688878,,,
DHCR7,O88455,0.0446567190294,,,
CGT,Q64676,,,,
CCNH,Q61458,0.0221593844176152,,,
FRG1,P97376,0.0457911594350031,,,
RCC1L,Q9CYF5,,,,
PIGS,Q6PD26,0.0659828501323704,,,
NDUB9,Q9CQJ8,0.311337238978006,,,
RT31,Q61733,0.0599275045839014,,,
RIP,Q9CWY9,,,,
FZD2,Q9JIP6,,,,
C2D1A,Q8K1A6,,,,
,,,,,
NT5D3,Q3UHB1,,,,
ARMC1,Q9D7A8,0.040458914750419,,,
GOLP3,Q9CRA5,0.0754147498472341,,,
EPN2,Q8CHU3,,,,
PHYD1,Q9DB26,,,,
LC7L3,Q5SUF2,0.0692403450933563,,,
PRIO,P04925,,,,
GOLI4,Q8BXA1,0.042755387323828,,,
QRIC1,Q3UA37,0.0207590968086248,,,
GLIP1,Q9CWG1,0.027168940393878,,,
ATE1,Q9Z2A5,0.0437441620695746,,,
BABA1,Q3UI43,0.0583288793926666,,,
FCHO2,Q3UQN2,0.0354373429431551,,,
GPKOW,Q56A08,0.628577358854364,,,
RT02,Q924T2,0.0550847964679377,,,
SPIN1,Q61142,,,,
HS2ST,Q8R3H7,0.0382272821754874,,,
CSTFT,Q8C7E9,0.0066681494801772,,,
PDD2L,Q8C5N5,,,,
COXM1,Q9CPZ8,0.1045348879334,,,
2A5E,Q61151,0.0210981774768484,,,
ZN496,Q5SXI5,,,,
TP4A2,O70274,,,,
RIF1,Q6PR54,0.0157042637974599,,,
HOOK3,Q8BUK6,0.0485684617118591,,,
ARP3B,Q641P0,,,,
THOC1,Q8R3N6,0.0434830640508709,,,
SDC1,P18828,,,,
PLD3,O35405,0.115807608566268,,,
BAG5,Q8CI32,,,,
ENSA,P60840,0.044171485704836,,,
PHF6,Q9D4J7,,,,
RT11,Q9DCA2,0.0532746094468338,,,
TBD2A,B1AVH7,,,,
TMA16,Q9CR02,,,,
CT2NL,Q99LJ0,0.0624520757715822,,,
KNTC1,Q8C3Y4,0.0233635922766749,,,
RABE1,O35551,0.0217008330145505,,,
CHSTE,Q80V53,,,,
K2C80,Q0VBK2,,,,
GNL1,P36916,0.103627235384429,,,
GOSR1,O88630,0.0469032195377933,,,
AAKG1,O54950,0.126736323320511,,,
UBXN4,Q8VCH8,0.0654343237158869,,,
SMYD3,Q9CWR2,,,,
CASP8,O89110,0.181582986940007,,,
TAOK3,Q8BYC6,0.0956505991778794,,,
MED4,Q9CQA5,0.0511677125919376,,,
RPF2,Q9JJ80,0.0802254306464204,,,
FKBP9,Q9Z247,,,,
KCAB2,P62482,0.337825159566675,,,
FUT8,Q9WTS2,,,,
TTC38,A3KMP2,,,,
STX16,Q8BVI5,0.027098254313345,,,
KCTD5,Q8VC57,0.0333436228307914,,,
CO72L,Q61387,0.0534500757491142,,,
KAD3,Q9WTP7,0.0569968682584883,,,
KC1G2,Q8BVP5,,,,
,,,,,
FIBP,Q9JI19,,,,
PAK3,Q61036,,,,
SPN90,Q9ESJ4,,,,
ARI2,Q9Z1K6,,,,
PNCB,Q8CC86,,,,
HTSF1,Q8BGC0,0.0646800427033685,4.22788605399117,59.17168627898231,5.8122014710448866e-05
GCP3,P58854,0.0128986215965435,,,
TR10B,Q9QZM4,,,,
SCO1,Q5SUC9,,,,
TF3C4,Q8BMQ2,0.0609671766758279,,,
BORG2,Q9CQC5,,,,
RSRC2,A2RTL5,0.0342719297230695,,,
HMGN5,Q9JL35,0.15851113507068,,,
NDUB8,Q9D6J5,0.210986801754006,,,
ERC2,Q6PH08,,,,
PMM2,Q9Z2M7,0.289904732041369,,,
LIMD1,Q9QXD8,0.0599981919746917,,,
TXLNG,Q8BHN1,,,,
OSB10,S4R1M9,,,,
MAT1,P51949,0.0489513258115904,,,
RB,P13405,,,,
,,,,,
,,,,,
DI3L2,Q8CI75,0.0479153267033054,,,
ABD12,Q99LR1,0.305189874966302,,,
DLGP4,B1AZP2,0.0082130415089498,,,
,,,,,
ISCA2,Q9DCB8,,,,
COIL,Q5SU73,,,,
VATH,Q8BVE3,0.315993352715903,,,
GLO2,Q99KB8,0.0226703756684819,,,
TM1L2,Q5SRX1,,,,
UBP22,Q5DU02,,,,
EGLN,Q63961,,,,
SDF2L,Q9ESP1,2.91896911490354,,,
THOC2,B1AZI6,0.249755034756129,,,
SCAF4,Q7TSH6,0.0421233109920965,,,
DJC10,Q9DC23,0.693647670347955,,,
WAPL,Q65Z40,0.0988109767662007,,,
CLPB,Q60649,2.64790899763247,,,
GGH,Q9Z0L8,,,,
BCL7B,Q921K9,0.0486229263947106,,,
COT2,P43135,,,,
LAR4B,Q6A0A2,0.0648097114575328,,,
UBQL4,Q99NB8,0.0775374754933568,,,
RM10,Q3TBW2,0.0731552839131643,,,
ANR28,Q505D1,0.0157672397604671,,,
RM52,Q9D0Y8,,,,
SMBP2,P40694,,,,
ARI1,Q9Z1K5,0.19027440791726,,,
,,,,,
ALG5,Q9DB25,,,,
ERCC3,P49135,,,,
NDUAB,Q9D8B4,0.335494081345849,,,
PTGR2,Q8VDQ1,0.307498626385831,,,
RBM5,Q91YE7,,,,
RL3L,E9PWZ3,0.0064476928130739,,,
LAGE3,Q9CR70,0.0866773882230781,,,
RMP,Q3TLD5,0.0300794917318079,,,
RAP1A,P62835,0.157695196308304,,,
ZNT1,Q60738,,,,
KCC1D,Q8BW96,0.0027616240134056,,,
CUL4A,Q3TCH7,0.0103186960945112,,,
GABPA,Q00422,0.213093863292716,,,
PCAT1,Q3TFD2,0.0516624030690812,,,
DPOA2,P33611,0.445700929954851,,,
MTNA,Q9CQT1,0.93503294276232,,,
ATLA2,Q6PA06,0.16169244680911,,,
TNAP2,Q61333,,,,
ACBD6,Q9D061,,,,
TKFC,Q8VC30,0.0600463542823109,,,
GOSR2,O35166,,,,
GPI8,Q9CXY9,0.0400441933283251,,,
CSRP2,P97314,,,,
ELP4,Q9ER73,0.0210423362927173,,,
HEXA,P29416,0.369873169717728,,,
VPS16,Q920Q4,0.0440491114160912,,,
CAB45,Q61112,0.0100418640635105,,,
,,,,,
MAPK3,Q3UMW7,,,,
,,,,,
DPOE4,Q9CQ36,0.0957459463067819,,,
MYL6B,Q8CI43,,,,
NTM1A,Q8R2U4,,,,
MAX,P28574,0.0643251315116983,,,
TACD2,Q8BGV3,,,,
RPA1,O35134,0.02809095848036,,,
VAS1,Q9R1Q9,0.605736018179186,,,
ZFP91,Q62511,,,,
UBQL2,Q9QZM0,0.0519714940326054,,,
THRB,P19221,0.0348730532789689,,,
UQCC1,Q9CWU6,0.0316912821662109,,,
TPPC5,Q9CQA1,0.10301778501865,,,
PZP,Q61838,0.130503951288764,,,
RFOX2,Q8BP71,,,,
,,,,,
LPAR1,P61793,,,,
BCAM,Q9R069,,,,
RIFK,Q8CFV9,0.0349569856399531,,,
AAK1,Q3UHJ0,0.019640026969572,,,
DIAP2,O70566,,,,
GALM,Q8K157,,,,
NELFA,Q8BG30,0.0229847496775209,,,
,,,,,
MTX1,P47802,0.235412400707347,,,
GALT7,Q80VA0,0.864548735366211,,,
TWSG1,Q9EP52,0.0449585678967529,,,
RB6I2,Q99MI1,0.0189445218756239,,,
,,,,,
ASAH1,Q9WV54,0.379908395916992,,,
STALP,Q76N33,,,,
PTN23,Q6PB44,0.0124693741407488,,,
HCLS1,P49710,4.00635271684604,,,
COPG2,Q9QXK3,0.190504722043576,,,
RN213,E9Q555,0.0942060577340917,,,
L1CAM,P11627,,,,
GBP1,Q01514,,,,
F91A1,Q3UVG3,0.0078354827291791,,,
DCP1A,Q91YD3,0.0407195892175756,,,
RT09,Q9D7N3,0.141591803967379,,,
S20A1,Q61609,0.0118268699452894,,,
SHOT1,Q8K2Q9,0.563960152097622,,,
PO210,Q9QY81,0.0394112278740253,,,
TBC15,Q9CXF4,0.199511209514444,,,
VIP2,Q6ZQB6,0.023910506391637,,,
VP37C,Q8R105,0.004672926719304,,,
NHP2,Q9CRB2,0.0722782454897888,4.20132392178257,62.90368360243398,6.109627532779882e-05
EFHD1,Q9D4J1,,,,
IF4E2,Q8BMB3,0.0606761932437661,,,
UB2G1,P62254,,,,
NFYC,P70353,0.0321729954899183,,,
NCDN,Q9Z0E0,0.057521891720486,,,
TPSN,Q9R233,0.331961294429986,,,
EFNMT,Q91YR5,0.027658665603261,,,
,,,,,
LRRF2,Q91WK0,0.0470311679526702,,,
PTTG,Q8R143,,,,
YIPF5,Q9EQQ2,0.0116819431380775,,,
EXOS3,Q7TQK4,,,,
UBE2O,Q6ZPJ3,0.0552426541937356,,,
CNDG2,Q6DFV1,0.0247624992069056,,,
OPTN,Q8K3K8,,,,
DNJB4,Q9D832,0.0171810238294517,,,
PXL2B,Q9DB60,,,,
NEUR1,O35657,,,,
RRP15,Q9CYX7,,,,
CLAP1,Q80TV8,0.0223096904540496,,,
DBR1,Q923B1,0.168999583039278,,,
MK67I,Q91VE6,,,,
AAGAB,Q8R2R3,0.0362198728969521,,,
NDUA7,Q9Z1P6,0.212068423993226,,,
KAPCB,P68181,0.10222005585648,,,
UNG,P97931,,,,
SC24A,Q3U2P1,0.0484772099932673,,,
MRP1,O35379,0.136573345621917,,,
GRB10,Q60760,,,,
NR5A2,P45448,,,,
UFSP2,Q99K23,0.142412688367916,,,
MGST2,A2RST1,,,,
AASS,Q99K67,,,,
HECD1,Q69ZR2,0.0531200727717686,,,
COX1,P00397,0.115524561188377,,,
ANFY1,Q810B6,0.219423887928379,,,
MAN1,Q9WU40,0.0266019256757151,,,
RBM7,Q9CQT2,0.093759481638074,,,
SCLY,Q9JLI6,0.113227039272058,,,
EED,Q921E6,0.462642267306463,,,
U3IP2,Q91WM3,,,,
WDR6,Q99ME2,0.0333755041653819,,,
SYVN1,Q9DBY1,0.0173682015260534,,,
GBRL1,Q8R3R8,0.0341495563762334,,,
UBE3C,Q80U95,,,,
SSU72,Q9CY97,0.0323481537007094,,,
LSM12,Q9D0R8,0.0176028875527477,,,
UBP3,Q91W36,0.0088229950311458,,,
SDE2,Q8K1J5,,,,
CETN2,Q9R1K9,0.158065313672899,,,
BIN3,Q9JI08,,,,
TRM1L,A2RSY6,0.0406241411316931,,,
STRN,O55106,0.0739881122047874,,,
KS6A2,Q9WUT3,,,,
YTHD3,Q8BYK6,0.0642518168803234,,,
IAH1,Q9DB29,,,,
PTPRE,P49446,,,,
PATL1,Q3TC46,,,,
FAKD2,Q922E6,,,,
,,,,,
NH2L1,Q9D0T1,0.361340923063848,,,
VIR,A2AIV2,,,,
UB2L6,Q9QZU9,,,,
ERLN2,Q8BFZ9,0.0267799423569147,,,
HSDL1,Q8BTX9,,,,
P66B,Q8VHR5,0.0865857701541916,,,
NUP35,Q8R4R6,0.038655308261639,,,
FBP1L,Q8K012,0.384086949189527,,,
,,,,,
VATD,P57746,0.0942136675615597,,,
HPF1,Q8CFE2,0.242360558362577,,,
YIPF6,Q8BR70,,,,
RRP1B,Q91YK2,0.0070299217452784,,,
PCYXL,Q8C7K6,0.319803968890683,,,
PSB10,O35955,0.101733013931059,,,
SUV3,Q80YD1,,,,
RING2,Q9CQJ4,0.0397204676908759,,,
SMRC1,P97496,0.177533510135147,,,
CHAP1,Q8K327,0.0202459692139325,,,
RM40,Q9Z2Q5,0.0981895713880547,,,
TBL2,Q9R099,0.207132434555601,,,
TM1L1,Q923U0,,,,
COA7,Q921H9,,,,
MCU,Q3UMR5,,,,
MRGBP,Q9DAT2,,,,
NUP98,Q6PFD9,0.0255521740728228,,,
UBP19,Q3UJD6,0.0913682815939425,,,
KPYR,P53657,0.015895804564733,,,
SNF5,Q9Z0H3,0.152764947296409,,,
DDX47,Q9CWX9,0.0675466555162549,,,
WDR3,Q8BHB4,0.0861040110889524,,,
SMYD2,Q8R5A0,0.0134865403509043,,,
CPSF2,O35218,0.122879486964568,,,
AAR2,Q9D2V5,,,,
MGAT2,Q921V5,0.0676247593141039,,,
2AAB,Q7TNP2,0.0669551313659862,,,
SMAD3,Q8BUN5,,,,
SGPL1,Q8R0X7,0.771959437779485,,,
S39AA,Q6P5F6,0.04110987617063,,,
OSBL9,A2A8Z1,0.031013779603816,,,
DDX3Y,Q62095,0.0367776134083068,,,
TOE1,Q9D2E2,0.0770757125137512,,,
,,,,,
,,,,,
KIF23,E9Q5G3,0.0099751948737821,,,
PKHO2,Q8K124,0.589409395912098,,,
TM245,B1AZA5,,,,
M4K5,Q8BPM2,,,,
IPO8,Q7TMY7,0.0351089155015333,,,
NACC1,Q7TSZ8,,,,
ORC4,O88708,,,,
CCHL,P53702,0.0140351266227165,,,
NNMT,O55239,,,,
SYSM,Q9JJL8,,,,
TOR1B,Q9ER41,0.0746103128245274,,,
PTK7,Q8BKG3,,,,
ZP2,P20239,,,,
PRC2A,Q7TSC1,0.0225884075576228,5.50493287233653,3.1265625936695303,0.0003758424626822965
RPP30,O88796,0.581229264799683,,,
ARFP2,Q8K221,,,,
DJB12,Q9QYI4,0.0445327477056544,,,
CWC22,Q8C5N3,0.0669669943058749,,,
SRGP3,Q812A2,,,,
HMCES,Q8R1M0,,,,
TRI33,Q99PP7,0.0381796280489664,,,
MED17,Q8VCD5,,,,
ACSS3,Q14DH7,,,,
DAG1,Q62165,,,,
MIC27,Q78IK4,0.0935853144605697,,,
CCD32,Q8BS39,,,,
KIF1B,Q60575,,,,
CSPG4,Q8VHY0,,,,
ASAP1,Q9QWY8,,,,
,,,,,
CNOT3,Q8K0V4,,,,
CDKAL,Q91WE6,,,,
AKT1,P31750,0.123148717317785,,,
PUS1,Q9WU56,0.115125503722315,,,
RAD1,Q9QWZ1,,,,
CADH4,P39038,,,,
GBA1,P17439,0.0423457392273827,,,
FBLN1,Q08879,0.0380877404437088,,,
ZN276,Q8CE64,,,,
CCD22,Q9JIG7,0.305119183489033,,,
TTI1,Q91V83,,,,
SCOT1,Q9D0K2,0.935054251514512,,,
NFYA,P23708,,,,
RFIP5,Q8R361,,,,
COQ9,Q8K1Z0,0.0267650153365214,,,
SYCM,Q8BYM8,,,,
EXTL2,Q9ES89,,,,
LUZP1,Q8R4U7,0.0481205125030748,,,
CTNA2,Q61301,,,,
APOB,E9Q414,0.0018651853081034,,,
TOM7,Q9D173,,,,
L2GL1,Q80Y17,0.0088404660805503,,,
IF4G3,Q80XI3,0.0822803769672929,,,
INT9,Q8K114,0.010718489802847,,,
AT131,Q9EPE9,0.0556692526832967,,,
SYYM,Q8BYL4,0.0322334342541355,,,
RIMC1,Q8BR90,,,,
RT24,Q9CQV5,0.378631948567692,,,
TBC23,Q8K0F1,0.0857081412704298,,,
PELP1,Q9DBD5,0.0915514023122609,,,
ID1,P20067,,,,
CYTSA,Q2KN98,,,,
HSF1,P38532,,,,
TENS1,E9Q0S6,,,,
PGM2L,Q8CAA7,,,,
AKP8L,Q9R0L7,,,,
QSOX1,Q8BND5,,,,
EMC3,Q99KI3,0.153847781659821,,,
RRAGA,Q80X95,0.290613158393896,,,
DUS4,Q8BFV3,,,,
TOR1A,Q9ER39,0.024910870105346,,,
MA1B1,A2AJ15,,,,
CAH2,P00920,5.95150979433666,,,
AP1G2,O88512,0.0154090826738511,,,
T2EA,Q9D0D5,0.141014438752613,,,
MTA70,Q8C3P7,,,,
ACSL5,Q8JZR0,0.127564031440601,,,
IFRD2,Q9D8U0,0.053286576779654,,,
I2BP1,Q8R3Y8,0.0303620060091373,,,
TGT,Q9JMA2,0.0165078638815105,,,
SPTC2,P97363,0.0516467251551553,,,
SNX17,Q8BVL3,0.0538256487874689,,,
ABLM1,Q8K4G5,,,,
STXB3,Q60770,0.0385141753278193,,,
